Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Portas,Final de placa,CEP,Município,Bairro,url,Cor
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2014,88824,1.6,Flex,Manual,Hidráulica,4 portas,8,66055000,Belém,Umarizal,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-6-city-flex-8v-4p-2014-2014-completo-823224778,Preto
"Carros, vans e utilitários",CITROEN C3 EXCLUSIVE 1.4 FLEX 8V 5P,CITROEN,Hatch,2019,56000,1.4,Gasolina,Manual,Hidráulica,4 portas,7,67020000,Ananindeua,Águas Lindas,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/citroen-ano-2019-897876107,Prata
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2016,52809,1.4,Flex,Manual,Hidráulica,4 portas,9,68020250,Santarém,Aeroporto Velho,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-4-lt-2015-2016-877268607,Vermelho
"Carros, vans e utilitários",FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,FIAT,Hatch,2010,80,1.0,Flex,Manual,Hidráulica,4 portas,7,67020000,Ananindeua,Águas Lindas,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/siena-2010-falar-com-camilla-879492873,Preto
"Carros, vans e utilitários",RENAULT DUSTER EXPRESSION1.6 FLEX 16V AUT.,RENAULT,SUV,2020,52000,1.6,Flex,Automático,Hidráulica,4 portas,7,66120620,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-expression-1-6-2020-aqui-na-rafa-veiculos-ygv67-879624854,
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Van/Utilitário,2016,50000,1.6,Flex,Manual,Hidráulica,2 portas,6,67013000,Ananindeua,Atalaia,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-1-6-897874317,Vermelho
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO HIGHLINE 1.6 T. FLEX 8V CD,VW - VOLKSWAGEN,Pick-up,2016,1,1.4,Flex,Manual,Hidráulica,2 portas,1,68040040,Santarém,Aldeia,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/oferta-da-semana-saveiro-2016-2016-de-r-59-900-00-por-r-56-900-00-897871166,Vermelho
"Carros, vans e utilitários",FIAT ARGO,FIAT,Hatch,2018,3,1.0,Flex,Manual,Hidráulica,4 portas,7,67010000,Ananindeua,Guanabara,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/argo-2018-com-mil-de-entrada-no-financiamento-855569391,Branco
"Carros, vans e utilitários",FIAT DOBLO ESSENCE 1.8 FLEX 16V 5P,FIAT,Van/Utilitário,2020,45000,1.8,Flex,Manual,Hidráulica,4 portas,3,66053260,Belém,Reduto,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/doblo-essence-1-8-7-lug-2019-2020-897871354,Branco
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2017,123000,1.8,Flex,Automático,Hidráulica,4 portas,6,68040075,Santarém,Aparecida,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-upper-2017-flex-automatico-897867196,Prata
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.6 T.FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2017,35000,1.6,Flex,Manual,Hidráulica,4 portas,7,66060281,Belém,São Brás,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/recuse-imitacoes-r-1mil-de-entrada-so-na-showroom-gol-trendline-2017-662712784,Branco
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2021,3000,2.0 - 2.9,Flex,Automático,Elétrica,4 portas,9,66120000,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2021-861530488,Preto
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2017,45000,,Flex,Semi-Automático,Hidráulica,2 portas,4,67013000,Ananindeua,Atalaia,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-1-6-flex-897868948,Vermelho
"Carros, vans e utilitários",GM - CHEVROLET JOY HATCH 1.0 8V FLEX 5P MEC,GM - CHEVROLET,Hatch,2020,1000,1.0,Flex,Manual,Elétrica,4 portas,9,66620360,Belém,Marambaia,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-897867287,Cinza
,,,,,,,,,,,,,,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-ex-2-0-2018-897870069,
"Carros, vans e utilitários",TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,Hatch,2014,99999,1.5,Flex,Manual,Hidráulica,4 portas,2,66811000,Belém,Agulha (Icoaraci),https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-1-5-2014-886076420,Prata
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2021,34000,1.0,Flex,Manual,Hidráulica,4 portas,5,68040040,Santarém,Aldeia,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-2020-2021-confira-na-seminovos-veiculos-897867622,Preto
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP MIDNIGHT 2.8 4X4 CD DIES AUT,GM - CHEVROLET,Pick-up,2017,48000,2.0 - 2.9,Diesel,Automático,Hidráulica,4 portas,5,66800000,Belém,Aurá,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-s10-897866547,Branco
"Carros, vans e utilitários",KIA MOTORS SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,KIA MOTORS,SUV,2015,88000,2.0 - 2.9,Flex,Automático,Elétrica,4 portas,4,66093020,Belém,Marco,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/sportage-lx-flex-automatica-2015-carro-impecavel-867926559,Preto
"Carros, vans e utilitários",FIAT PALIO CELEBRATION 1.0 FIRE FLEX 8V 4P,FIAT,Hatch,2013,109000,1.0,Flex,Manual,Hidráulica,4 portas,4,68040568,Santarém,Aparecida,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/palio-2013-2013-897865256,Cinza
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2015,45000,1.4,Flex,Manual,Hidráulica,4 portas,6,66015130,Belém,Batista Campos,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/onix-1-4-ltz-2015-897864973,Vermelho
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2019,1,1.0,Flex,Manual,Elétrica,4 portas,1,67020000,Ananindeua,Águas Lindas,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-economico-em-ate-48x-897866356,Branco
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2019,17000,1.0,Flex,Automático,Hidráulica,4 portas,1,66053260,Belém,Reduto,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/polo-comfortline-1-0-200-tsi-at-2018-2019-897864763,Cinza
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2012,83,1.0,Flex,Manual,Hidráulica,4 portas,9,66093082,Belém,Marco,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/celta-2012-1-0-1-mil-de-entrada-aercio-veiculos-tfd-855582176,Prata
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 3P,VW - VOLKSWAGEN,Hatch,2016,23000,1.0,Flex,Manual,Hidráulica,4 portas,0,66090100,Belém,São Brás,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-no-boleto-897864230,Vermelho
"Carros, vans e utilitários",FIAT PALIO,FIAT,Hatch,2017,1,1.4,Flex,Manual,Hidráulica,4 portas,2,67010000,Ananindeua,Guanabara,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/imperdivel-promocao-de-carros-boulevard-palio-fire-1-0-fiat-r-33-900-897863241,Branco
"Carros, vans e utilitários",TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,Sedã,2017,23600,1.8,Flex,Automático,Elétrica,4 portas,0,66093635,Belém,São Brás,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2017-897859329,Branco
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2014,68,1.0,Flex,Manual,Hidráulica,4 portas,9,66093082,Belém,Marco,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2014-1-0-1-mil-de-entrada-aercio-veiculos-bcd-861146295,Vermelho
"Carros, vans e utilitários",RENAULT DUSTER 1.6 HI-FLEX 16V MEC.,RENAULT,Passeio,2014,20000,,Flex,Automático,Elétrica,4 portas,9,66833350,Belém,Tapanã (Icoaraci),https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/duster-2014-897857752,Cinza
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Passeio,1993,88,1.0,Gasolina,Manual,Hidráulica,4 portas,8,66056050,Belém,Umarizal,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/vendo-carro-palio-897866109,Vermelho
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2019,30015,1.0,Flex,Manual,Hidráulica,4 portas,7,66113000,Belém,Telégrafo Sem Fio,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ka-2019-1-0-2019-se-auto-show-veiculos-olk-897852445,Prata
"Carros, vans e utilitários",FIAT ARGO HGT 1.8,FIAT,Hatch,2018,300,1.8,Gasolina,Automático,Hidráulica,4 portas,9,66000000,Belém,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-hgt-1-8-automatico-897856896,Azul
"Carros, vans e utilitários",RENAULT CLIO AUTHENTIQUE 1.0/1.0 HI-POWER 16V 3P,RENAULT,Sedã,2001,0,1.0,Gasolina,Manual,Hidráulica,4 portas,7,68045230,Santarém,Maicá,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/vendo-897852784,Vermelho
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Pick-up,2012,114000,2.0 - 2.9,Diesel,Manual,,4 portas,8,68030350,Santarém,Jardim Santarém,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/hilux-super-conservada-897850361,Prata
"Carros, vans e utilitários",HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,HYUNDAI,Sedã,2015,84025,1.6,Flex,Manual,Hidráulica,4 portas,7,66113000,Belém,Telégrafo Sem Fio,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hb20s-sedan-2015-1-6-autoshow-veiculos-djk-897855279,Branco
"Carros, vans e utilitários",GM - CHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CV,GM - CHEVROLET,SUV,2011,68000,2.0 - 2.9,Gasolina,Automático,Hidráulica,4 portas,4,66000000,Belém,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/captiva-blindada-2-4-897855188,Prata
"Carros, vans e utilitários",HYUNDAI HB20,HYUNDAI,,2013,82,1.6,Flex,Manual,,4 portas,1,66070190,Belém,Marco,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hb20-motor-1-6-unica-dona-ano-2013-897850794,Vermelho
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,,2014,34527,,Flex,,Mecânica,4 portas,6,66015190,Belém,Campina,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/carro-897850236,Prata
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,,2019,51500,3.0 - 3.9,Diesel,Automático,Elétrica,4 portas,2,66060000,Belém,Umarizal,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/amarok-v6-897849105,Branco
"Carros, vans e utilitários",FORD ECOSPORT SE 1.6 16V FLEX 5P AUT.,FORD,Passeio,2018,30583,,Flex,Automático,,4 portas,4,66050000,Belém,Umarizal,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-1-5-ti-vct-se-895783876,
"Carros, vans e utilitários",HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2015,74012,1.6,Flex,Automático,Hidráulica,4 portas,0,66113000,Belém,Telégrafo Sem Fio,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hb20-2015-1-6-automatico-autoshow-veiculos-okj-897847497,Branco
"Carros, vans e utilitários",MITSUBISHI L200,MITSUBISHI,,2015,130000,,,,,,,66063018,Belém,São Brás,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-l200-3-2-triton-2015-897844762,
"Carros, vans e utilitários",RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2014,89000,,Flex,Manual,Hidráulica,4 portas,8,66065700,Belém,Cremação,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/sandero-13-14-quitado-89-km-897847938,Azul
"Carros, vans e utilitários",HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,Hatch,2018,35000,1.5,Flex,Automático,Elétrica,4 portas,8,66113003,Belém,Telégrafo Sem Fio,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/fit-1-5-lx-automatico-2018-897847982,Prata
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Pick-up,2020,75026,1.4,Flex,Manual,Hidráulica,4 portas,4,66113000,Belém,Telégrafo Sem Fio,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/strada-2020-1-4-cabine-simples-autoshow-veiculos-ldo-897846526,Branco
"Carros, vans e utilitários",RENAULT SANDERO STEPWAY FLEX 1.6 16V 5P,RENAULT,Passeio,2020,53627,,Flex,Manual,,4 portas,7,68509094,Marabá,Nova Marabá,https://pa.olx.com.br/regiao-de-maraba/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-6-16v-sce-flex-stepway-zen-manual-895447512,
"Carros, vans e utilitários",FIAT IDEA ELX 1.4 MPI FIRE FLEX 8V 5P,FIAT,Hatch,2009,125000,1.4,Flex,Manual,Hidráulica,4 portas,4,66087422,Belém,Pedreira,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/idea-ano-2009-motor-1-4-flex-897845730,Prata
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH EFFECT 1.4 8V F.POWER 5P MEC.,GM - CHEVROLET,Hatch,2018,48338,1.4,Flex,Manual,Hidráulica,4 portas,7,68020250,Santarém,Aeroporto Velho,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-effect-1-4-17-18-836574293,Branco
"Carros, vans e utilitários",FIAT STRADA,FIAT,,2018,34890,,,,,,,68675000,Mãe do Rio,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/strada-1-4-2018-876007384,
"Carros, vans e utilitários", ,,Van/Utilitário,2007,20000,2.0 - 2.9,Flex,Manual,Hidráulica,,9,68445000,Barcarena,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/aa-van-renault-master-2007-867231702,Cinza
"Carros, vans e utilitários",NISSAN MARCH SV 1.6 16V FLEXSTART 5P MEC.,NISSAN,Hatch,2012,66400,1.6,Flex,Manual,Elétrica,4 portas,1,68447000,Barcarena,Vila dos Cabanos,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-1-6-sv-890122736,Preto
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,Sedã,2010,93000,1.8,Flex,Automático,Hidráulica,4 portas,3,68040470,Santarém,Fátima,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/honda-new-civic-2009-2010-897843816,Prata
"Carros, vans e utilitários",FIAT PALIO SPORTING 1.6 FLEX 16V 5P,FIAT,Hatch,2013,77777,1.6,Flex,Manual,Hidráulica,4 portas,3,66620150,Belém,Marambaia,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-32-000-897843732,Vermelho
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO SUPER SURF 1.6 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Passeio,2008,140000,1.6,Flex,,Hidráulica,2 portas,9,68045060,Santarém,Jutaí,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/vendo-saveiro-surf-897843142,Vermelho
"Carros, vans e utilitários",HYUNDAI HB20,HYUNDAI,Hatch,2016,6,1.6,,Manual,,4 portas,,66113003,Belém,Telégrafo Sem Fio,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-hyundai-hb20-1-6-ano-2016-com-mil-de-entrada-861052511,
"Carros, vans e utilitários",TOYOTA COROLLA GLI UPPER 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2017,63000,1.8,Flex,Automático,,4 portas,,67140110,Ananindeua,Cidade Nova,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/corolla-gil-upper-897843163,Prata
"Carros, vans e utilitários",FIAT IDEA ELX 1.4 MPI FIRE FLEX 8V 5P,FIAT,Hatch,2009,125000,1.4,Flex,Manual,Hidráulica,4 portas,4,66087422,Belém,Pedreira,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/idea-ano-2008-2009-motor-1-4-flex-897842779,Prata
"Carros, vans e utilitários",HONDA FIT LXL 1.4/ 1.4 FLEX 8V/16V 5P MEC.,HONDA,Hatch,2010,112000,1.4,Flex,Manual,Hidráulica,4 portas,6,66070530,Belém,Canudos,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-2010-897840508,Prata
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2016,50000,1.0,Flex,Manual,Hidráulica,4 portas,2,66055490,Belém,Umarizal,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-1-0-mod-2016-887307150,Cinza
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SEDAN 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2014,45000,1.6,Flex,Manual,Hidráulica,4 portas,6,66060281,Belém,São Brás,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/showroom-de-facilidades-r-1mil-de-entrada-polo-sedan-1-6-2014-completo-610244836,Prata
"Carros, vans e utilitários",TOYOTA HILUX CD SR 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,Pick-up,2017,62000,3.0 - 3.9,Diesel,Automático,Hidráulica,4 portas,5,66000103,Belém,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-2017-897840445,Vermelho
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2019,44012,1.0,Flex,Manual,Hidráulica,4 portas,1,66113000,Belém,Telégrafo Sem Fio,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-2019-autoshow-veiculos-ksd-897839885,Vermelho
"Carros, vans e utilitários",MERCEDES-BENZ SPRINTER 415 VAN LUXO T.A. 2.2 DIESEL,MERCEDES-BENZ,Van/Utilitário,2013,10000,2.0 - 2.9,Diesel,Manual,Hidráulica,,,68000000,Santarém,,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/vendo-van-13-13-90-000-897838623,Branco
"Carros, vans e utilitários",HONDA ACCORD SEDAN EX 2.0 16V 156CV AUT.,HONDA,Sedã,1994,200,2.0 - 2.9,Gasolina,Automático,Hidráulica,4 portas,1,66670903,Belém,Coqueiro,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/honda-accord-94-94-vendo-ou-troco-897839499,Outra
"Carros, vans e utilitários",VW - VOLKSWAGEN TIGUAN ALLSPAC COMF 250 TSI 1.4 FLEX,VW - VOLKSWAGEN,SUV,2020,27000,1.4,Flex,Automático,Elétrica,4 portas,5,66120000,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/veiculo-seminovo-845568889,Cinza
"Carros, vans e utilitários",RENAULT KANGOO EXPRESS RL/ EXPRESS 1.0 16V/8V,RENAULT,Passeio,2001,75123354,1.0,Gasolina,Manual,Mecânica,4 portas,3,68170000,Juruti,,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/vendo-esse-veiculo-897837997,Azul
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,Sedã,2014,1000,1.0,Flex,Manual,Hidráulica,4 portas,9,66040045,Belém,Cremação,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-2013-14-897839833,Prata
"Carros, vans e utilitários",HYUNDAI HB20 PREMIUM 1.6 FLEX 16V MEC.,HYUNDAI,Sedã,2014,85636,1.6,Flex,Manual,Hidráulica,4 portas,9,68744000,Castanhal,Ianetama,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hb20s-1-6-2014-874402317,Branco
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Passeio,2010,220000,1.0,Flex,Manual,Hidráulica,4 portas,4,68745000,Castanhal,Ianetama,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/celta-prata-2010-castanhal-897835690,Prata
"Carros, vans e utilitários",JEEP COMPASS TRAILHAWK 2.0 4X4 DIES. 16V AUT.,JEEP,SUV,2017,133000,2.0 - 2.9,Diesel,Automático,Elétrica,4 portas,5,68500000,Marabá,,https://pa.olx.com.br/regiao-de-maraba/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-4x4-diesel-trailhwak-2017-880157381,Branco
"Carros, vans e utilitários", ,,,2016,0,,,,,4 portas,,66600000,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-1-4-897837685,
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2015,38000,1.0,Flex,Manual,Hidráulica,4 portas,8,66120620,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/prisma-lt-1-0-flex-2015-1-mil-de-entrada-falar-com-igor-na-rafa-veiculos-ybh-831588878,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2020,45,1.0,Flex,Manual,Hidráulica,4 portas,6,66120620,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-joy-1-0-2020-em-oferta-na-rafa-veiculos-confira-tbgf67-879881648,
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.,VW - VOLKSWAGEN,Sedã,2020,49000,1.6,Flex,Manual,Elétrica,4 portas,7,66120620,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/virtus-msi-1-6-flex-2020-1-mil-de-entrada-na-rafa-veiculos-ygft-818588435,
"Carros, vans e utilitários",FORD F-1000,FORD,,1998,10662,,,,,2 portas,8,68045105,Santarém,Jutaí,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/f1000-897831010,Azul
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE GL/ SPECIAL 1.6/ 1.8,VW - VOLKSWAGEN,Sedã,1991,154000,,Gasolina,Manual,Mecânica,2 portas,2,66823093,Belém,Coqueiro,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/vendendo-voyage-quadrado-897828957,Prata
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,GM - CHEVROLET,Hatch,2018,55000,1.4,Flex,Automático,Elétrica,4 portas,3,66120620,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/onix-activ-1-4-flex-2018-em-oferta-na-rafa-veiculos-falar-com-igor-reh11-881637791,
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2019,50000,1.0,Flex,Manual,Elétrica,4 portas,6,66120620,Belém,Sacramenta,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-flex-2019-1-mil-de-entrada-falar-com-igor-rafa-veiculos-pp-807562998,
