Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 2.0/2.0 T. FLEX MEC.(BLACK & SILV),VW - VOLKSWAGEN,Hatch,2009,152000,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,4 portas,6,65060270,São Luís,Aurora,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/golf-2-0-manual-889042962
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 1.6MI/ 1.6MI GENER./BLACK & SILVER,VW - VOLKSWAGEN,Antigo,2000,458367,1.6,Gasolina,Manual,Hidráulica,Azul,4 portas,0,65365000,Zé Doca,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/golf-889050942
"Carros, vans e utilitários",GM - CHEVROLET ASTRA SED. ADVANT. 2.0 8V MPFI FLEXP. 4P,GM - CHEVROLET,Sedã,2009,10000,2.0 - 2.9,Flex,Semi-Automático,,Cinza,4 portas,1,65061060,São Luís,Ipase,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/astra-2009-889045403
"Carros, vans e utilitários",GM - CHEVROLET MONTANA 1.8/ 1.8 CONQUEST FLEXPOWER 8V,GM - CHEVROLET,,2014,650003,,Álcool,Manual,Hidráulica,Branco,2 portas,1,65100000,São Luís,Maracujá,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-montana-889040968
"Carros, vans e utilitários",GM - CHEVROLET OMEGA GLS 2.2 / 2.0,GM - CHEVROLET,,1996,138000,,Gasolina,Manual,Hidráulica,,4 portas,,65053595,São Luís,Cohatrac I,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/omega-2-2-camaleao-889041872
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2013,162,1.6,Flex,Manual,Hidráulica,Vermelho,2 portas,9,65370000,Pindaré Mirim,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cabine-simples-completa-889031862
"Carros, vans e utilitários",FORD FIESTA GL 1.0 5P,FORD,Passeio,2004,160000,1.0,Gasolina,Manual,Mecânica,Azul,4 portas,8,65050310,São Luís,COHAB Anil II,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2004-com-ar-889036704
"Carros, vans e utilitários",GM - CHEVROLET PRISMA,GM - CHEVROLET,Sedã,2016,122000,1.4,Flex,Manual,,Prata,4 portas,3,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-4-ltz-aut-4p-br-br-br-889040368
"Carros, vans e utilitários",HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,,2020,20700,,,Automático,,Preto,,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-exl-2020-novinho-889021819
"Carros, vans e utilitários",RENAULT DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.,RENAULT,SUV,2019,68879,1.6,Flex,Automático,Hidráulica,Vermelho,4 portas,4,65063570,São Luís,Angelim,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-dynamique-1-6-aut-cvt-2018-2019-sem-detalhes-889021613
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2021,1000,1.0,Flex,Manual,Elétrica,Prata,4 portas,0,65050007,São Luís,COHAB Anil I,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/volkswagem-gol-889024756
"Carros, vans e utilitários",GM - CHEVROLET HATCH LT 1.0 12V FLEX 5P MEC,GM - CHEVROLET,Hatch,2021,1200,1.0,Flex,Automático,Hidráulica,Preto,4 portas,7,65010000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-889020660
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2015,33000,1.4,Flex,Manual,Mecânica,Branco,4 portas,0,65075160,São Luís,Jardim Renascença,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/onix-seminovo-889017776
"Carros, vans e utilitários",PORSCHE BOXSTER S,PORSCHE,Conversível,2018,30000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,3,65065470,São Luís,Turu,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/porsche-boxter-718-889009554
"Carros, vans e utilitários",HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,Sedã,2014,95,1.6,Flex,Automático,Hidráulica,Preto,4 portas,9,65110000,São José de Ribamar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hb20-889016570
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Hatch,2006,100000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,5,65090717,São Luís,Vila Sarney,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-2006-889012552
"Carros, vans e utilitários", ,,,2014,40000,,,,,,,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-completo-889008434
"Carros, vans e utilitários",HONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.,HONDA,Passeio,2016,81572,1.8,Flex,Automático,Hidráulica,Preto,4 portas,5,65002900,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-ex-1-8-16v-cvt-flexone-889006606
"Carros, vans e utilitários",GM - CHEVROLET ONIX,GM - CHEVROLET,Sedã,2019,50000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,4,65075441,São Luís,Jardim Renascença,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-0-889008802
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Sedã,2017,60000,1.4,Flex,Automático,Elétrica,Branco,4 portas,4,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-2017-1-4-ltz-turdo-auto-4p-889007072
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Pick-up,1998,7000,2.0 - 2.9,,Manual,Hidráulica,Vermelho,,,65580000,Tutóia,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hilux-98-aspirada-888999568
"Carros, vans e utilitários",GM - CHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.,GM - CHEVROLET,Passeio,2020,0,,Flex,Manual,Mecânica,Preto,4 portas,1,65036281,São Luís,Alemanha,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-onix-sedan-plus-lt-1-0-12v-tb-flex-mec-889003757
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2006,9300,1.0,Gasolina,Manual,Mecânica,Preto,4 portas,,65010440,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-gol-888989483
"Carros, vans e utilitários", ,,,2019,1111111,,,,,,,,65495000,Miranda do Norte,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/jogo-de-roda-aro-20-frontier-888996441
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2011,160000,1.0,Flex,Manual,Mecânica,Prata,4 portas,5,65975000,Estreito,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/classic-888996241
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,,2017,91000,,Diesel,Automático,Hidráulica,Preto,4 portas,9,65010620,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hilux-2017-888987315
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Van/Utilitário,1998,101010,2.0 - 2.9,Diesel,Manual,Hidráulica,Azul,,4,65070900,São Luís,Quitandinha,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/halux-98-888988571
"Carros, vans e utilitários",FORD CORCEL,FORD,Antigo,1975,100000,1.4,Gasolina,Manual,Mecânica,Vermelho,2 portas,7,65058030,São Luís,Cidade Operária,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/corcel-1-1977-super-luxo-cooper-888974110
"Carros, vans e utilitários",MITSUBISHI L200 TRITON GLS 3.2 CD TB INT.DIESEL MEC,MITSUBISHI,Passeio,2013,197000,3.0 - 3.9,Diesel,Automático,Hidráulica,Branco,4 portas,8,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-l200-triton-888973798
"Carros, vans e utilitários",TOYOTA HILUX CD SR 4X4 3.0 8V 90CV DIESEL,TOYOTA,Pick-up,2015,185000,1.3,Diesel,Automático,Hidráulica,Prata,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-hilux-sr-4x4-avista-ou-parcelado-888975066
"Carros, vans e utilitários",FIAT STRADA 1.4 MPI FIRE FLEX 8V CE,FIAT,Pick-up,2016,62000,1.4,Flex,Manual,Hidráulica,Cinza,,5,65076901,São Luís,São Francisco,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-estrada-cabine-dupla-br-3-portas-br-1-4-888973095
"Carros, vans e utilitários",RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2016,34000,1.4,Flex,Automático,Hidráulica,Prata,4 portas,4,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/nao-peda-sua-oportunidade-de-realizar-seu-sonho-888972660
"Carros, vans e utilitários",MERCEDES-BENZ GLK-300 3.0 V6 24V 4X4 231CV AUT.,MERCEDES-BENZ,SUV,2011,40000,3.0 - 3.9,Gasolina,Automático,Elétrica,Prata,4 portas,2,65077357,São Luís,Ponta D'Areia,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/mercedez-glk-300-2011-carro-novo-888967945
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,56000,1.4,Flex,Manual,Hidráulica,Vermelho,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-888961985
"Carros, vans e utilitários",FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P,FIAT,Antigo,2005,25000,1.0,Gasolina,Manual,Hidráulica,Preto,4 portas,8,65061145,São Luís,Ipase,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-ano-2005-888965950
"Carros, vans e utilitários",RENAULT LOGAN ZEN FLEX 1.0 12V 4P MEC.,RENAULT,Sedã,2020,45400,1.0,Flex,Manual,Elétrica,Branco,4 portas,9,65066190,São Luís,Turu,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/logan-zen-888998559
"Carros, vans e utilitários",HYUNDAI HB20S UNIQUE 1.0 FLEX 12V MEC.,HYUNDAI,Sedã,2019,29000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hb20s-888960049
"Carros, vans e utilitários",TOYOTA ETIOS,TOYOTA,Sedã,2016,41900,1.5,Flex,Manual,Hidráulica,Azul,4 portas,6,65058000,São Luís,Cidade Operária,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-sedan-888946349
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,,2014,58000,1.0,Flex,Manual,,Vermelho,4 portas,,65011000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-celta-1-0-888956191
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2010,120,1.0,Flex,Manual,Mecânica,Prata,4 portas,0,65110000,São José de Ribamar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-celta-2010-2010-basico-troco-em-carro-de-menor-valor-com-volta-888945012
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2019,26000,1.8,Flex,Automático,Hidráulica,Prata,4 portas,6,65065470,São Luís,Turu,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-2018-2019-888958822
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES. AUT.,TOYOTA,SUV,2019,23000,2.0 - 2.9,Diesel,Automático,Hidráulica,Preto,4 portas,2,65010000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toyota-sw4-2-8-tdi-srx-7l-4x4-aut-5p-br-br-br-888943928
"Carros, vans e utilitários",JEEP RENEGADE SPORT 2.0 4X4 TB DIESEL AUT.,JEEP,SUV,2016,51100,2.0 - 2.9,Diesel,Automático,Elétrica,Prata,4 portas,1,65075160,São Luís,Jardim Renascença,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2-0-turbo-diesel-sport-888939616
"Carros, vans e utilitários",GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.,GM - CHEVROLET,Sedã,2015,115900,1.8,Flex,Automático,Hidráulica,Azul,4 portas,5,65062740,São Luís,Angelim,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/cobalt-1-8-ltz-automatico-888942409
"Carros, vans e utilitários",CITROEN JUMPER 2.8 16LUG.  DIESEL,CITROEN,Van/Utilitário,2009,279000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,,1,65070410,São Luís,Recanto dos Vinhais,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/jumper-citroen-2008-2009-888947516
"Carros, vans e utilitários",VOLVO 460 GLT 2.0/ TURBO 1.8,VOLVO,Sedã,1994,100000,1.8,Gasolina,Manual,Hidráulica,Azul,4 portas,9,65950000,Barra do Corda,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/volvo460-turbo-1-8-completo-888961126
"Carros, vans e utilitários", ,,,2021,3,,,,,,,,65590000,Barreirinhas,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-terreno-ou-faco-negocio-888939263
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2016,79000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,,65901590,Imperatriz,Centro,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2-0-extra-888923214
"Carros, vans e utilitários",FORD FUSION SE 2.5 I-VCT FLEX 16V AUT.,FORD,Sedã,2011,75000,,Flex,Automático,Elétrica,Cinza,4 portas,3,65755000,Joselândia,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/ford-fusion-888933476
,,,,,,,,,,,,,,,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-hyundai-ix35-gl-2-0-16v-flex-automatica-888892780
"Carros, vans e utilitários",TOYOTA RAV4 2.0 4X2 16V AUT.,TOYOTA,,2013,124,2.0 - 2.9,Gasolina,Automático,Elétrica,Preto,4 portas,1,65130000,Paço do Lumiar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vende-se-888918083
"Carros, vans e utilitários", ,,,2016,99000,2.0 - 2.9,Flex,Automático,,,4 portas,,65054585,São Luís,Cohatrac III,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-corolla-xei-2016-888898923
"Carros, vans e utilitários",MERCEDES-BENZ 220 S SEDAN 2.2 6V 4P GASOLINA.,MERCEDES-BENZ,Van/Utilitário,2022,10,4.0 ou mais,Diesel,Manual,Hidráulica,Branco,2 portas,9,65056198,São Luís,Parque Sabiá,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/guinchos-e-reboques-de-veiculo-e-equipamentos-888919069
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,Van/Utilitário,2017,67000,2.0 - 2.9,Flex,Automático,Hidráulica,Cinza,4 portas,6,65901620,Imperatriz,Vale do Sol,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-17-18-35mil-888919286
"Carros, vans e utilitários",FIAT ARGO,FIAT,,2019,19000,,Flex,Manual,,Vermelho,4 portas,,65076091,São Luís,São Francisco,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-1-0-flex-5p-888893781
"Carros, vans e utilitários",TOYOTA ETIOS XLS SEDAN 1.5 FLEX 16V 4P MEC.,TOYOTA,Sedã,2015,85000,1.5,Flex,Manual,Elétrica,Outra,4 portas,4,65047020,São Luís,Pão de Açúcar,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-toyota-etios-sedan-2015-888901252
"Carros, vans e utilitários",FORD RANGER XLT 2.5 4X4 CD DIESEL,FORD,,2001,354000,,,,,,,,65071383,São Luís,Calhau,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/ranger-completa-a-diesel-888889846
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MSI FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2018,64000,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,1,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-2018-888888261
"Carros, vans e utilitários",FIAT PALIO 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 4P,FIAT,Hatch,2015,76000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,9,65110000,São José de Ribamar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/palio-fire-4-portas-completo-km-baixo-carro-extra-888876408
"Carros, vans e utilitários",FIAT ARGO,FIAT,,2020,20202,,,,,Verde,4 portas,3,65090677,São Luís,Vila Sarney,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/argo-2020-completo-com-kit-multimidia-888888141
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,41000,2.0 - 2.9,Flex,Automático,Hidráulica,Cinza,4 portas,2,65076360,São Luís,São Francisco,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-corrola-2019-xei-888884675
"Carros, vans e utilitários",RENAULT SANDERO,RENAULT,Passeio,2020,40259,,Flex,Manual,,Prata,4 portas,9,65010000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-sandero-2019-888871691
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2022,5000,1.0,Flex,Manual,Elétrica,Preto,4 portas,8,65059790,São Luís,Parque Universitário,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/kwid-zen-transferencia-de-financiamento-apenas-5-mil-km-rodados-ano-21-22z-888882297
"Carros, vans e utilitários",HYUNDAI SONATA 2.4 16V 182CV 4P AUT.,HYUNDAI,Sedã,2012,85000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,,65010904,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hyundai-sonata-2-4-gls-888880244
"Carros, vans e utilitários",BMW 320I,BMW,Sedã,2020,15000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,,2,65061270,São Luís,Bequimão,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/bmw-320i-888870344
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,Pick-up,2018,110000,2.0 - 2.9,Diesel,Automático,Hidráulica,Vermelho,4 portas,6,65900610,Imperatriz,Centro,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/hilux-srx-2-8-4x4-diesel-aut-top-de-linha-888869345
"Carros, vans e utilitários",FORD FIESTA SEDAN 1.0 8V FLEX 4P,FORD,Sedã,2006,98000,1.0,Flex,Manual,Hidráulica,Prata,,,65030015,São Luís,Areinha,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiesta-sedam-2006-1-0-8v-flex-prata-completo-segundo-dono-888866394
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6MI CITY TOTAL FLEX 8V,VW - VOLKSWAGEN,Van/Utilitário,2021,10000,1.6,Gasolina,Automático,Hidráulica,Vermelho,2 portas,6,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/saveiro-nova-888866102
"Carros, vans e utilitários", ,,,2019,86000,,Diesel,,Elétrica,Prata,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-sprinter-van-2-2-415-cdi-teto-alto-9-1-5p-br-br-888834299
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,FIAT,SUV,2020,20,2.0 - 2.9,Gasolina,Automático,Hidráulica,Vermelho,4 portas,7,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-2-0-completo-888860356
"Carros, vans e utilitários",BMW 218I GRAN COUPE SPORT GP 1.5 BI-TURBO,BMW,Conversível,2018,320,1.7,Gasolina,Automático,Hidráulica,Preto,4 portas,7,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/automovel-dos-sonhos-888832784
"Carros, vans e utilitários",NISSAN FRONTIER SL CD 4X4 2.5TB DIESEL AUT,NISSAN,Pick-up,2014,100000,1.5,Diesel,Automático,Hidráulica,Prata,4 portas,0,65076320,São Luís,São Francisco,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/carro-888841097
"Carros, vans e utilitários",BMW 428I GRAN COUPE M SPORT 2.0 TB 245CV,BMW,Sedã,2015,43500,2.0 - 2.9,Gasolina,Automático,Elétrica,Preto,4 portas,8,65130000,Paço do Lumiar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/428i-gran-coupe-m-sport-turbo-14-15-886283844
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2013,171521,1.0,Flex,Manual,Hidráulica,Preto,4 portas,0,65010010,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-celta-1-0-mpfi-ir-8v-888839058
"Carros, vans e utilitários", ,,,2015,0,,,,,,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hilux-4x4-888844496
"Carros, vans e utilitários",RENAULT FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.,RENAULT,Sedã,2014,99000,2.0 - 2.9,Gasolina,Automático,Elétrica,Preto,4 portas,,65065250,São Luís,Olho D'Água,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-fluence-888829089
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.,GM - CHEVROLET,,2016,88000,,Flex,Manual,,Prata,4 portas,3,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/s10-888828193
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO,VW - VOLKSWAGEN,Sedã,2010,170000,1.6,Flex,Manual,,Outra,4 portas,0,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/polo-888819427
"Carros, vans e utilitários",FIAT MOBI EASY ON 1.0 FIRE FLEX 5P.,FIAT,Hatch,2019,44500,1.0,Flex,Manual,Hidráulica,Preto,4 portas,7,65010000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-888818064
"Carros, vans e utilitários",FIAT STRADA ADVENTURE 1.8/ 1.8 LOCKER FLEX CE,FIAT,,2014,159000,,Flex,,,Branco,,4,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-adventure-2014-888812650
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,Passeio,2015,185844,1.6,Flex,Manual,Hidráulica,Prata,4 portas,1,65074300,São Luís,Vinhais,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/sandero-888825261
