Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url
"Carros, vans e utilitários",GM - CHEVROLET CHEVETTE L / SL / SL/E / DL / SE 1.6,GM - CHEVROLET,,1992,45000,,Gasolina,Manual,,Branco,2 portas,9,69306350,Boa Vista,Nossa Senhora Aparecida,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/chevett-dl-92-869038775
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2013,93000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,9,69312315,Boa Vista,Asa Branca,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/voyage-city-1-6-876412460
"Carros, vans e utilitários",VW - VOLKSWAGEN SANTANA,VW - VOLKSWAGEN,,2000,40319,1.8,Gasolina,,,Branco,,6,69303240,Boa Vista,Calungá,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-santana-ano-2000-876353237
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2013,121000,1.0,Flex,Manual,Hidráulica,Verde,4 portas,4,69306350,Boa Vista,Nossa Senhora Aparecida,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/carro-em-perfeito-estado-876350686
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION FLEX 1.0 12V 5P,RENAULT,Hatch,2018,56612,1.0,Flex,Manual,Hidráulica,Prata,4 portas,7,69307272,Boa Vista,Paraviana,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-873833176
"Carros, vans e utilitários",RENAULT CLIO HI-FLEX 1.0 16V 5P,RENAULT,Sedã,2007,11111111,1.0,Flex,Manual,Hidráulica,Outra,4 portas,3,69313758,Boa Vista,União,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/13-500-renault-clio-seda-completo-funcionando-tudo-2007-876267289
"Carros, vans e utilitários",TOYOTA HILUX 4X2 2.4 DIESEL,TOYOTA,Van/Utilitário,2002,200000,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,4 portas,3,69300400,Boa Vista,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-hillux-2002-4x2-850054251
"Carros, vans e utilitários",KIA MOTORS BESTA GS 2.7 8V 12L DIESEL,KIA MOTORS,,2001,1,,Diesel,Manual,,Branco,,,69300000,Boa Vista,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/besta-876232799
"Carros, vans e utilitários",CHERY S-18 1.3 16V FLEX MEC. 5P,CHERY,Passeio,2012,113598,1.3,Gasolina,Manual,Hidráulica,Vermelho,4 portas,9,69317801,Boa Vista,Cidade Satélite,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendase-876275057
"Carros, vans e utilitários",HONDA CR-V 2.0 16V AUT.,HONDA,SUV,2006,106000,,Gasolina,Automático,Hidráulica,Cinza,4 portas,4,69312108,Boa Vista,Jardim Floresta,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/cr-v-honda-completa-876232831
"Carros, vans e utilitários",VW - VOLKSWAGEN SANTANA 1.8 MI,VW - VOLKSWAGEN,Sedã,1993,17626,1.8,Gasolina,Manual,Hidráulica,Preto,2 portas,3,69350000,Alto Alegre,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-por-carro-de-carroceria-876327646
"Carros, vans e utilitários",VW - VOLKSWAGEN ,VW - VOLKSWAGEN,,2018,69301020,,,,,,,,69301020,Boa Vista,Centro,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/dvd-retratil-positron-450-876225961
"Carros, vans e utilitários",FORD COURIER,FORD,,2011,2222,,,,,,2 portas,1,69300000,Boa Vista,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/courier-876171380
"Carros, vans e utilitários", ,,,2010,185288,1.0,Flex,Manual,Hidráulica,Prata,4 portas,5,69316022,Boa Vista,Raiar do Sol,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/palio-so-o-file-876189142
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,1999,300,1.6,Gasolina,Manual,Mecânica,Azul,4 portas,,69316022,Boa Vista,Raiar do Sol,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/gol-876134498
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.8 MI,VW - VOLKSWAGEN,Pick-up,1998,200000,1.8,Gasolina,Manual,Mecânica,Azul,2 portas,0,69309170,Boa Vista,Buritis,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/saveiro-1-8-876111905
"Carros, vans e utilitários",FIAT PALIO ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Hatch,2010,140000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,9,69313515,Boa Vista,Tancredo Neves,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/palio-elx-1-4-ano-2010-completo-140mil-km-rodados-876170293
"Carros, vans e utilitários",HONDA HR-V EXL 1.8 FLEXONE 16V 5P AUT.,HONDA,SUV,2019,12000,1.8,Flex,Automático,Hidráulica,Vermelho,4 portas,,69373000,Rorainópolis,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/hrv-876154940
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2017,48000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,7,69312353,Boa Vista,Cinturão Verde,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-2017-861479062
"Carros, vans e utilitários",GM - CHEVROLET AGILE LT 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,86000,1.4,Flex,Manual,Hidráulica,Vermelho,4 portas,1,69300000,Boa Vista,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-carro-agile-876111110
"Carros, vans e utilitários",FORD VERONA GLX 1.8I / 1.8 4P,FORD,Sedã,1992,666666,1.8,Flex,Manual,Mecânica,Prata,2 portas,0,69309207,Boa Vista,Buritis,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-por-moto-leia-com-atencao-876103209
"Carros, vans e utilitários",MITSUBISHI L200 TRITON HLS 2.4 FLEX 16V CD MEC.,MITSUBISHI,Pick-up,2015,100000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,4,69312341,Boa Vista,Cinturão Verde,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/l200-14-15-2-4hls-876092381
"Carros, vans e utilitários",RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,Sedã,2008,123456,1.0,Flex,Manual,Hidráulica,Preto,4 portas,3,69380000,Bonfim,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-logan-completo-876065081
"Carros, vans e utilitários",MITSUBISHI L200 SPORT HPE 2.5 4X4 CD DTI DIES. AUT.,MITSUBISHI,Pick-up,2015,50000,3.0 - 3.9,Diesel,Manual,Hidráulica,Cinza,4 portas,6,69300000,Boa Vista,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/l200-r-avista-r-120-000-00-entrada-r-20-000-00-876046983
"Carros, vans e utilitários",HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,HYUNDAI,Sedã,2016,86742,1.6,Flex,Automático,Hidráulica,Cinza,4 portas,4,69317324,Boa Vista,Equatorial,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/hb20s-1-6-automatico-876026375
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL GT/GTS 1.8,VW - VOLKSWAGEN,Antigo,1994,97276,1.8,Gasolina,Manual,Mecânica,Azul,2 portas,6,69316126,Boa Vista,Bela Vista,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/gol-quadrado-94-876002302
"Carros, vans e utilitários",FORD ECOSPORT XLS 1.6/ 1.6 FLEX 8V 5P,FORD,,2009,113838,,,Manual,,Preto,4 portas,,69314356,Boa Vista,Doutor Sílvio Leite,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/23-900-875927752
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2014,135000,2.0 - 2.9,Flex,Automático,Elétrica,Preto,4 portas,3,69312148,Boa Vista,Jardim Floresta,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/corolla-13-14-875989857
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,,2019,0,,,,,,,,69301120,Boa Vista,Centro,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/compre-seu-carro-pagando-o-justo-876002454
"Carros, vans e utilitários", ,,Passeio,2009,185000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,8,69316022,Boa Vista,Raiar do Sol,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/palio-fire-completo-leia-o-anuncio-875916352
"Carros, vans e utilitários",FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,FORD,Sedã,2009,99800,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,9,69313758,Boa Vista,União,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/focus-875940609
"Carros, vans e utilitários",NISSAN TIIDA SL 1.8/1.8 FLEX 16V  MEC.,NISSAN,Hatch,2011,120000,1.8,Flex,Manual,,Prata,4 portas,1,69312215,Boa Vista,Caimbé,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/nissam-tiida-1-8-2011-completao-875733293
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2006,123456,1.0,Flex,Manual,Mecânica,Prata,4 portas,8,69316508,Boa Vista,Senador Hélio Campos,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-875781525
"Carros, vans e utilitários",FIAT TORO,FIAT,,2020,1000,,,,,,,,69390000,Cantá,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2-0-16v-turbo-diesel-ultra-4wd-at9-875885187
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,103000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,9,69317192,Boa Vista,Alvorada,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-corolla-2014-2015-875688938
"Carros, vans e utilitários", ,,Passeio,2010,1,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,9,69314218,Boa Vista,Jardim Primavera,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-palio-1-0-2010-valor-14-900-875701584
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2009,85000,1.0,Flex,Manual,Mecânica,Prata,4 portas,,69309160,Boa Vista,Buritis,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/2009-chevrolet-classic-1-0-875681529
"Carros, vans e utilitários",HYUNDAI HB20S PREMIUM 1.6 FLEX 16V AUT. 4P,HYUNDAI,,2014,100000,,Flex,Automático,,,,,69301000,Boa Vista,Centro,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/hb20s-entrada-de-r-9mil-48x1288-875602267
"Carros, vans e utilitários",TOYOTA COROLLA GLI 2.0 16V FLEX AUT.,TOYOTA,Sedã,2022,0,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,,69307480,Boa Vista,Caçari,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2-0-vvt-ie-flex-gli-direct-shift-0km-875690554
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Passeio,2013,0,1.4,Gasolina,Automático,Hidráulica,Preto,4 portas,2,69317376,Boa Vista,Equatorial,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-875630558
"Carros, vans e utilitários",FORD PAMPA L 1.8I / 1.8,FORD,,1991,500000,1.8,Gasolina,Manual,Mecânica,,,3,69313805,Boa Vista,União,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-pampa-875552878
"Carros, vans e utilitários",TOYOTA COROLLA SE-G 1.8/1.8 FLEX 16V AUT.,TOYOTA,Sedã,2008,252000,1.8,Flex,Automático,Hidráulica,Preto,4 portas,4,69314483,Boa Vista,Doutor Sílvio Botelho,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/corola-seg-2007-2008-875580217
"Carros, vans e utilitários",TOYOTA COROLLA GLI 2.0 16V FLEX AUT.,TOYOTA,Passeio,2020,8369,,Flex,Automático,,,4 portas,0,69306405,Boa Vista,Nossa Senhora Aparecida,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/corolla-2020-2020-2-0-vvt-ie-flex-gli-direct-shift-875606547
"Carros, vans e utilitários",NISSAN KICKS RIO 2016 1.6 16V FLEXSTAR 5P AUT.,NISSAN,Passeio,2017,72380,,Flex,Automático,,,4 portas,0,69306405,Boa Vista,Nossa Senhora Aparecida,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/kicks-2016-2017-1-6-16v-flexstart-rio-2016-4p-xtronic-875573717
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Van/Utilitário,2014,1000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,6,69308110,Boa Vista,Treze de Setembro,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-g6-mod-2014-875506724
"Carros, vans e utilitários",RENAULT KANGOO,RENAULT,Van/Utilitário,2016,100000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,5,69316740,Boa Vista,Pintolândia,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/veiculo-875546747
"Carros, vans e utilitários",ISUZU HOMBRE 2 WD XS 2.2,ISUZU,Pick-up,1994,0,2.0 - 2.9,Gasolina,Manual,Hidráulica,Azul,,1,69309005,Boa Vista,Liberdade,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-875485108
"Carros, vans e utilitários",FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,FIAT,Sedã,2007,100000,1.0,Gasolina,Manual,Hidráulica,Branco,4 portas,4,69304490,Boa Vista,Mecejana,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/siena-fire-1-0-flex-875458921
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,,2010,0,1.0,Flex,Manual,,Cinza,4 portas,,69311074,Boa Vista,Cauamé,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-875451303
"Carros, vans e utilitários",MITSUBISHI PAJERO SPORT HPE 2.4 4X4 DIESEL AUT.,MITSUBISHI,Passeio,2009,0,2.0 - 2.9,Diesel,Automático,Hidráulica,Preto,4 portas,8,69309403,Boa Vista,Pricumã,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-pajero-sport-875455715
"Carros, vans e utilitários",GM - CHEVROLET S10 BLAZER ADVANT. 2.4/2.4 MPFI F.POWER,GM - CHEVROLET,Pick-up,2009,0,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,4,69314615,Boa Vista,Jardim Tropical,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/s10-875439700
"Carros, vans e utilitários",TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,Sedã,2003,0,1.8,Gasolina,Automático,Hidráulica,Outra,4 portas,8,69314423,Boa Vista,Nova Canaã,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-875397384
"Carros, vans e utilitários",GM - CHEVROLET MONTANA 1.4 8V CONQUEST ECONOFLEX  2P,GM - CHEVROLET,Pick-up,2007,0,,Gasolina,Manual,Hidráulica,Vermelho,2 portas,,69375000,São João da Baliza,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-montana-2007-2008-875387374
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Passeio,2003,45000,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,4,69317109,Boa Vista,Santa Luzia,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-esta-maquina-de-primeira-so-pegar-e-andar-gol-2003-875356394
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF SPORTLINE 2.0 MI TOTAL F. 8V TIP.,VW - VOLKSWAGEN,Hatch,2009,175000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,,69307210,Boa Vista,Paraviana,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-ou-troca-golf-875342280
"Carros, vans e utilitários",FORD FIESTA GL 1.0 3P,FORD,Passeio,1998,1000,1.0,Gasolina,Manual,Hidráulica,Vermelho,4 portas,7,69317000,Boa Vista,Santa Luzia,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-troco-3-mil-ta-rodando-bem-tem-ar-e-sucata-875329432
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2021,15000,1.0,Flex,Manual,Hidráulica,Branco,,,69309079,Boa Vista,Liberdade,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/gol-branco-20-21-875304405
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2012,190000,1.6,Flex,Manual,Hidráulica,Preto,2 portas,,69378000,Caroebe,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-saveiro-2012-875270752
"Carros, vans e utilitários",FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2011,96000,1.4,Flex,Manual,Hidráulica,Cinza,4 portas,5,69304540,Boa Vista,Mecejana,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-fiat-punto-875283338
"Carros, vans e utilitários",FIAT SIENA,FIAT,,2008,200000,,,,,,4 portas,,69304560,Boa Vista,Mecejana,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-um-siena-875255170
"Carros, vans e utilitários",FORD CORCEL II GL/GT,FORD,Sedã,1975,1000000,2.0 - 2.9,Gasolina,Manual,Mecânica,Vermelho,2 portas,9,69316476,Boa Vista,Senador Hélio Campos,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-ou-troca-875190413
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,21000,2.0 - 2.9,Gasolina,Automático,Elétrica,Cinza,4 portas,8,69317340,Boa Vista,Equatorial,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/carro-corolla-875227701
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2013,13580,1.6,,Manual,Hidráulica,Preto,4 portas,9,69303445,Boa Vista,São Vicente,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/voyage-comfortline-ja-financiado-top-pra-vender-logo-875160155
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2012,90821,1.4,Flex,Manual,Hidráulica,Prata,4 portas,4,69316594,Boa Vista,Senador Hélio Campos,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/carro-em-excelente-estado-875153497
"Carros, vans e utilitários",RENAULT SANDERO PRIVILÈGE HI-FLEX 1.6 16V 5P,RENAULT,Passeio,2009,147000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,6,69304040,Boa Vista,Mecejana,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/sandero-privilege-1-6-875153117
"Carros, vans e utilitários",FORD TITANIUM 1.6 POWERSHIFT AUT.,FORD,Passeio,2006,1111,1.6,Gasolina,Manual,Hidráulica,Cinza,4 portas,0,69314224,Boa Vista,Jardim Primavera,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2006-875141695
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2008,0,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,4,69316740,Boa Vista,Pintolândia,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vende-se-gol-completo-1-0-2007-2008-em-dias-875083647
"Carros, vans e utilitários",FORD FIESTA CLASS 1.0 4P,FORD,Passeio,1998,1000,1.0,Gasolina,Manual,Hidráulica,Vermelho,4 portas,7,69316785,Boa Vista,Pintolândia,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-troco-sucata-pra-vender-agora-2-800-875003006
"Carros, vans e utilitários",RENAULT SYMBOL EXPRESSION HI-FLEX 1.6 16V 4P,RENAULT,Sedã,2009,155666,1.6,Flex,Manual,Hidráulica,Prata,4 portas,8,69300000,Boa Vista,,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/renault-symbol-pra-interior-ou-sair-da-chuva-875016909
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL SPECIAL 1.0 MI 4P,VW - VOLKSWAGEN,Passeio,1999,0,1.0,Gasolina,Manual,Mecânica,Vermelho,2 portas,4,69318160,Boa Vista,Laura Moreira,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/red-gol-especial-g2-875056630
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SED./SED. COMF. 2.0/2.0 FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2010,0,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,4 portas,,69318120,Boa Vista,Laura Moreira,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/polo-sedan-confortilene-2-0-874984330
"Carros, vans e utilitários",MITSUBISHI OUTLANDER 2.0 16V 160CV AUT.,MITSUBISHI,SUV,2014,110000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Cinza,4 portas,6,22713169,Rio de Janeiro,Taquara,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mitsubichi-autlander-898789198
"Carros, vans e utilitários",MERCEDES-BENZ SPRINTER 310 CHASSI DIESEL,MERCEDES-BENZ,Passeio,1998,0,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,0,69316102,Boa Vista,Bela Vista,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-em-carro-menor-van-310-874997901
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2020,16000,1.0,Flex,Manual,Elétrica,Vermelho,,1,69305085,Boa Vista,São Francisco,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-0-2020-874986158
"Carros, vans e utilitários",FIAT CRONOS DRIVE GSR 1.3 8V FLEX,FIAT,Passeio,2019,63844,,Flex,Automático,,,4 portas,3,21020124,Rio de Janeiro,Penha Circular,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-cronos-drive-gsr-1-3-flex-18-19-885240304
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX SELECAO 1.0 TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2014,82000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,6,27323530,Barra Mansa,Santa Rosa,https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-itrend-2014-892795161
"Carros, vans e utilitários",JAC T5 1.5 JET FLEX 16V 5P AUT.,JAC,SUV,2018,79000,1.5,Flex,Automático,Elétrica,Vermelho,4 portas,6,22631004,Rio de Janeiro,Barra da Tijuca,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jac-t5-1-5-16v-jetflex-cvt-2018-completo-892889023
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V  FLEX  AUT.,KIA MOTORS,Sedã,2013,69000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,0,21330790,Rio de Janeiro,Oswaldo Cruz,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-ex3-aut-895428268
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2020,20000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,0,21330790,Rio de Janeiro,Oswaldo Cruz,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-polo-895478776
"Carros, vans e utilitários",TOYOTA YARIS XLS 1.5 FLEX 16V 5P AUT.,TOYOTA,,2020,8000,,,Automático,,,4 portas,,20511330,Rio de Janeiro,Tijuca,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/yaris-20-so-8-000-km-unico-dono-887964911
"Carros, vans e utilitários",KIA MOTORS BONGO K-2500 2.5 4X2 TB DIESEL,KIA MOTORS,Pick-up,2011,150000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,,9,21032000,Rio de Janeiro,Bonsucesso,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kia-bongo-diesel-2011-carroceria-de-medeira-813634354
