Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,price,url,Bairro
"Carros, vans e utilitários",HONDA CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P,HONDA,Sedã,2001,23000000,1.6,Flex,Automático,Hidráulica,Cinza,4 portas,3,58077125,João Pessoa,15000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-hondacivic-896782234,Cuiá
"Carros, vans e utilitários",FIAT GRAND SIENA ESSEN.SUBLIME 1.6 FLEX,FIAT,Sedã,2014,89877,1.6,Gás Natural,Manual,Hidráulica,Branco,4 portas,9,58417400,Campina Grande,32000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-gran-siena-sublime-1-6-2014-32mil-896780496,Santa Cruz
"Carros, vans e utilitários",FORD KA 1.0 SE 12V FLEX 4P MANUAL,FORD,Hatch,2020,23150,1.0,Flex,Manual,Elétrica,Prata,4 portas,0,58033450,João Pessoa,49900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ka-se-2020-891878878,Brisamar
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,Sedã,2007,165000,1.8,Gasolina,Automático,Hidráulica,Preto,4 portas,5,58414280,Campina Grande,32000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxs-1-8-2007-automatico-896779646,Liberdade
"Carros, vans e utilitários",RENAULT DUSTER EXPRESSION1.6 FLEX 16V AUT.,RENAULT,SUV,2019,44763,1.6,Flex,Automático,Hidráulica,Outra,4 portas,6,58040300,João Pessoa,69900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/duster-1-6-2019-automatico-868191830,Torre
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF HIGHLINE 1.4 TSI 140CV AUT.,VW - VOLKSWAGEN,Hatch,2014,109000,1.4,Flex,Automático,Elétrica,Preto,4 portas,6,58015180,João Pessoa,63900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/golf-highline-c-teto-solar-2014-top-896778869,Jaguaribe
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.,VW - VOLKSWAGEN,Sedã,2020,29600,1.6,Flex,Manual,Hidráulica,Prata,4 portas,6,58031135,João Pessoa,68900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vw-virtus-1-6-msi-flex-manual-2020-893035820,Pedro Gondim
"Carros, vans e utilitários",FIAT SIENA ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2014,85000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,9,58437012,Campina Grande,35000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-1-4-896778913,Serrotão
"Carros, vans e utilitários",FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,FIAT,Hatch,2018,32390,1.0,Flex,Manual,Hidráulica,Preto,4 portas,4,58013420,João Pessoa,41900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/mobi-like-1-0-2018-c-apenas-32-mil-km-896776097,Centro
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,80128,1.0,Flex,Manual,Elétrica,Prata,4 portas,9,58013420,João Pessoa,50900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-0-2019-emplacado-ate-novembro-de-2022-896775112,Centro
"Carros, vans e utilitários",FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Pick-up,2020,59224,1.8,Flex,Automático,Elétrica,Branco,4 portas,8,58000000,João Pessoa,98000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/toro-freedom-19-20-extra-896760123,
"Carros, vans e utilitários",RENAULT CLIO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,Sedã,2007,192000,1.0,Flex,Manual,Hidráulica,Cinza,,2,58055770,João Pessoa,11500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/renault-clio-2007-completo-leia-o-anuncio-890926342,Mangabeira
"Carros, vans e utilitários",GM - CHEVROLET JOY HATCH 1.0 8V FLEX 5P MEC,GM - CHEVROLET,Hatch,2020,49859,1.0,Flex,Manual,Elétrica,Prata,4 portas,0,58013420,João Pessoa,51900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-2020-emplacado-ate-dezembro-de-2022-896773372,Centro
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MSI FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2020,48362,1.6,Flex,Manual,Hidráulica,Prata,4 portas,7,58013420,João Pessoa,52900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/gol-1-6-2020-emplacado-2021-896757972,Centro
"Carros, vans e utilitários",FORD FIESTA 1.0I 3P E 5P,FORD,Hatch,2007,140000,1.0,Gasolina,Manual,Hidráulica,Vermelho,4 portas,6,58415580,Campina Grande,14500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/carro-896756618,Cruzeiro
"Carros, vans e utilitários",GM - CHEVROLET CORSA SED. MAXX 1.0/ 1.0 FLEXPOWER 8V 4P,GM - CHEVROLET,Sedã,2005,322000,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,2,58046765,João Pessoa,11000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/corsa-maxx-sedan-1-0-completo-com-detalhes-para-fazer-leia-o-anuncio-896755752,Portal do Sol
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2019,40185,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,7,58013420,João Pessoa,53900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-6-2019-emplacado-2021-896754181,Centro
"Carros, vans e utilitários",RENAULT DUSTER,RENAULT,,2020,37000,,,,,,,,58040540,João Pessoa,74990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/duster-dinamyque-2020-automatica-extraa-gmustang-veiculos-882015769,Torre
"Carros, vans e utilitários",RENAULT DUSTER DYNAMIQUE 2.0 HI-FLEX 16V MEC.,RENAULT,SUV,2012,140000,2.0 - 2.9,Flex,Manual,Hidráulica,Azul,4 portas,0,58035025,João Pessoa,24000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/duster-com-futura-quitacao-896755808,Bessa
"Carros, vans e utilitários",VW - VOLKSWAGEN JETTA COMFORTLINE 2.0 T.FLEX 8V 4P TIPT.,VW - VOLKSWAGEN,Sedã,2015,73505,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,9,58033450,João Pessoa,67800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/jetta-comfortline-2-0-2015-extra-896753701,Brisamar
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Sedã,2017,23000,1.4,Flex,Automático,Elétrica,Cinza,4 portas,9,58400745,Campina Grande,75000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/novo-cruze-2017-pra-venda-e-troca-896753591,Monte Santo
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT,GM - CHEVROLET,Pick-up,2013,126000,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,5,58040540,João Pessoa,91990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/s10-lt-2013-diesel-automatico-4x4-gmustang-veiculos-866018998,Torre
"Carros, vans e utilitários",HYUNDAI HB20X STYLE 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2017,30000,1.6,Flex,Automático,Hidráulica,Outra,4 portas,8,58036447,João Pessoa,59990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/hb20x-style-1-6-automatico-2017-873106006,Aeroclube
"Carros, vans e utilitários",BMW 116IA 1.6 TB 16V 136CV 5P,BMW,Hatch,2014,85000,,Gasolina,Automático,Hidráulica,Branco,4 portas,0,58038100,João Pessoa,66500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/bmw-116-i-turbo-896751283,Manaíra
"Carros, vans e utilitários",HYUNDAI HB20 UNIQUE 1.0 FLEX 12V MEC.,HYUNDAI,,2019,46500,1.0,Flex,Manual,Hidráulica,Branco,4 portas,5,58055570,João Pessoa,46000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/hb20-unique-2019-896749612,Mangabeira
"Carros, vans e utilitários",KIA MOTORS PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,KIA MOTORS,Hatch,2013,88000,1.2,Flex,Manual,Hidráulica,Preto,4 portas,4,58053000,João Pessoa,29900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/picanto-2013-851919443,Água Fria
"Carros, vans e utilitários",TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,Hatch,2017,42889,1.5,Flex,Manual,Hidráulica,Preto,4 portas,1,58013420,João Pessoa,50900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/etios-xls-1-5-2017-c-apenas-42-mil-kms-896748705,Centro
"Carros, vans e utilitários",PEUGEOT 207 XR 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2011,130900,1.4,Flex,Manual,Hidráulica,Preto,4 portas,1,58075400,João Pessoa,21900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-1-4-completo-2011-896747981,Ernesto Geisel
"Carros, vans e utilitários",GM - CHEVROLET SPIN ACTIV7 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,Passeio,2020,40379,,Flex,Automático,,,4 portas,6,58033907,João Pessoa,82900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/spin-2019-2020-1-8-activ7-8v-flex-4p-automatico-855521194,Brisamar
"Carros, vans e utilitários",HONDA CITY SEDAN DX 1.5 FLEX 16V MEC.,HONDA,Sedã,2014,72230,1.5,Flex,Manual,Hidráulica,Cinza,4 portas,3,58401690,Campina Grande,39000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/honda-city-2014-extra-892941023,Alto Branco
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2014,81000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,1,58407475,Campina Grande,28988.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/classic-2014-ls-867602448,José Pinheiro
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,,2022,0,2.0 - 2.9,Flex,Manual,Hidráulica,Vermelho,4 portas,,58400500,Campina Grande,40000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/chegou-a-hora-de-realizar-seu-sonho-896742643,Prata
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2020,14999,2.0 - 2.9,Flex,Automático,Hidráulica,Cinza,4 portas,9,58031120,João Pessoa,124999.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-corolla-894533910,Pedro Gondim
"Carros, vans e utilitários",GM - CHEVROLET VECTRA ELEGAN. 2.0 MPFI 8V FLEXPOWER AUT,GM - CHEVROLET,Passeio,2010,115000,,Flex,Automático,,,4 portas,6,58040300,João Pessoa,27990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vectra-2010-2010-2-0-mpfi-elegance-8v-140cv-flex-4p-automatico-889654715,Torre
"Carros, vans e utilitários",TOYOTA ETIOS XS 1.5 FLEX 16V 5P MEC.,TOYOTA,Hatch,2015,84325,1.5,Flex,Manual,Elétrica,Prata,4 portas,6,58401145,Campina Grande,39988.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-xs-1-5-2015-845165010,Palmeira
"Carros, vans e utilitários",FIAT STRADA,FIAT,Pick-up,2012,160000,1.4,Flex,Manual,Hidráulica,Preto,2 portas,,58200000,Guarabira,25900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/strada-2012-com-direcao-hidraulica-896737555,
"Carros, vans e utilitários",HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,Hatch,2015,62957,1.5,Flex,Automático,Hidráulica,Branco,4 portas,0,58040300,João Pessoa,54900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-2015-automatico-extra-887102731,Torre
"Carros, vans e utilitários",CITROEN C4 CACTUS FEEL 1.6 16V FLEX AUT.,CITROEN,SUV,2019,41000,1.6,Flex,Automático,Elétrica,Branco,4 portas,0,58071000,João Pessoa,77000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/citroen-c4-cactus-feel-2019-automatico-extra-unico-dono-41-000-km-particular-896737575,Cristo Redentor
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,,2015,78000,,Flex,Manual,Hidráulica,Branco,4 portas,5,58400020,Campina Grande,48000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/prisma-ltz-1-4-manual-15-15-871191009,Centro
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Passeio,2018,43000,1.0,Flex,Manual,Elétrica,Branco,4 portas,6,58033260,João Pessoa,49800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-2018-2018-1-0-44-000km-completo-896736578,Brisamar
"Carros, vans e utilitários",SUZUKI JIMNY 4SPORT/ 4WORK 1.3 16V,SUZUKI,SUV,2018,52000,1.3,Gasolina,Manual,Hidráulica,Prata,2 portas,6,58039101,João Pessoa,81900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/jimny-sport-896736223,Tambaú
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2018,38688,1.0,Flex,Manual,Elétrica,Prata,4 portas,3,58033450,João Pessoa,47800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-1-0-2018-com-38-km-896735783,Brisamar
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT,GM - CHEVROLET,Pick-up,2014,223000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,5,58033260,João Pessoa,109800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/s-10-lt-2014-4x4-automatica-200cv-diesel-896735542,Brisamar
"Carros, vans e utilitários",NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2017,67000,1.6,Flex,Automático,Hidráulica,Branco,4 portas,7,58013520,João Pessoa,76900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-1-6-sl-2017-top-de-linha-extra-847767665,Centro
"Carros, vans e utilitários",NISSAN MARCH S 1.0 16V FLEX FUEL 5P,NISSAN,Hatch,2013,75000,1.0,Flex,Manual,Elétrica,Branco,4 portas,4,58040300,João Pessoa,28500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/march-1-0-16v-s-885259563,Torre
"Carros, vans e utilitários",MERCEDES-BENZ SPRINTER 515 FURGÃO E.L.T. ALTO 2.2 DIE.,MERCEDES-BENZ,Van/Utilitário,2019,3396,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,4 portas,4,58077030,João Pessoa,172800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-sprinter-teto-alto-21-lugares-com-3-mil-rodados-891445484,Cuiá
"Carros, vans e utilitários",FORD ECOSPORT SE 1.5 12V FLEX 5P MEC.,FORD,Passeio,2020,42088,,Flex,Manual,,,4 portas,9,58400052,Campina Grande,71900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-2019-2020-1-5-ti-vct-flex-se-manual-883724248,Centro
"Carros, vans e utilitários",RENAULT SANDERO,RENAULT,,2019,17461,1.6,Flex,Manual,Hidráulica,Branco,4 portas,9,58085030,João Pessoa,48900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/sandero-1-6-expression-2019-com-apenas-17mil-km-e-garantia-de-fabrica-unica-dona-896732912,Cruz das Armas
"Carros, vans e utilitários",FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,,2020,36000,,Diesel,Automático,Hidráulica,Branco,4 portas,5,58400020,Campina Grande,145000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/toro-volcano-2-0-aut-2020-896733369,Centro
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CD,FIAT,Pick-up,2012,83619,1.4,Flex,Manual,Hidráulica,Preto,2 portas,7,58063300,João Pessoa,45000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/strada-working-de-particular-890897452,Valentina de Figueiredo
"Carros, vans e utilitários",FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,,2015,165000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,1,58040300,João Pessoa,33900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-siena-el-1-0-2015-885263486,Torre
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.0 MI 79CV 16V 5P,VW - VOLKSWAGEN,Passeio,2020,46488,,Flex,Manual,,,4 portas,8,58033907,João Pessoa,58490.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/polo-2019-2020-1-0-mpi-total-flex-manual-831386210,Brisamar
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2010,0,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,9,58015120,João Pessoa,19900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/classic-life-885783528,Jaguaribe
"Carros, vans e utilitários",FIAT TORO RANCH 2.0 16V 4X4 DIESEL AUT.,FIAT,Pick-up,2021,10100,2.0 - 2.9,Diesel,Automático,Elétrica,Outra,4 portas,9,58400048,Campina Grande,166900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/toro-ranch-2021-diesel-top-896727435,Centro
"Carros, vans e utilitários",CITROEN C3 TENDANCE 1.5 FLEX 8V 5P MEC.,CITROEN,Passeio,2014,102280,,Flex,Manual,,,4 portas,0,58028880,João Pessoa,33900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/c3-2013-2014-1-5-tendance-8v-flex-4p-manual-896726234,Ipês
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 FIREFLY,FIAT,Hatch,2019,79583,1.0,Flex,Manual,Elétrica,Cinza,4 portas,3,58033450,João Pessoa,58800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/argo-drive-1-0-2019-896730426,Brisamar
"Carros, vans e utilitários",FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,Hatch,2013,129,1.0,Flex,Manual,Mecânica,Preto,2 portas,2,58056070,João Pessoa,17990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2013-com-ar-896730681,Mangabeira
"Carros, vans e utilitários",MITSUBISHI PAJERO TR4 2.0/ 2.0 FLEX 16V 4X4 MEC.,MITSUBISHI,Passeio,2009,100000,,Gasolina,Manual,,,2 portas,7,58040300,João Pessoa,44500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/pajero-tr4-2008-2009-2-0-4x4-16v-131cv-gasolina-4p-manual-896729500,Torre
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,28000,1.0,Flex,Manual,Elétrica,Branco,4 portas,7,58310000,Cabedelo,52900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-lt-2019-816686740,
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,RENAULT,,2019,49000,1.0,Flex,Manual,Elétrica,Vermelho,4 portas,6,58053000,João Pessoa,43900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/kwid-zen-1-0-2019-completo-unico-dono-886178917,Água Fria
"Carros, vans e utilitários",RENAULT SANDERO LIFE FLEX 1.0 12V 5P MEC.,RENAULT,Hatch,2020,44500,1.0,Flex,Manual,Elétrica,Cinza,4 portas,3,58040400,João Pessoa,47990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/sandero-life-2020-867252833,Torre
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,67,1.0,Flex,Manual,Hidráulica,Branco,4 portas,8,58030092,João Pessoa,52900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-2019-67-mil-rodados-896727283,Estados
"Carros, vans e utilitários",NISSAN VERSA SL 1.6 16V FLEXSTART 4P AUT.,NISSAN,,2017,60,1.6,Flex,Automático,Hidráulica,Cinza,4 portas,6,58042006,João Pessoa,51500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/nissan-versa-sl-1-6-cinza-completo-2017-automatico-886233956,Tambauzinho
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2016,71952,1.0,Flex,Manual,Hidráulica,Branco,4 portas,7,58033450,João Pessoa,36800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/sandero-exp-1-0-2016-completo-848060790,Brisamar
"Carros, vans e utilitários",FIAT ULTRA 2.0 16V 4X4 DIESEL AUT,FIAT,Pick-up,2020,31000,2.0 - 2.9,Diesel,Automático,Elétrica,Azul,4 portas,4,58045010,João Pessoa,159900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-ultra-2-0-turbo-diesel-2020-no-boleto-896724565,Cabo Branco
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 2.8 TDI DIESEL AUT.,TOYOTA,Pick-up,2021,0,2.0 - 2.9,Diesel,Automático,Elétrica,Prata,4 portas,,58053000,João Pessoa,275900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/hilux-2021-2021-2-8-d-4d-turbo-diesel-srv-4x4-automatica-pronta-entrega-883326318,Água Fria
"Carros, vans e utilitários",GM - CHEVROLET ,GM - CHEVROLET,Passeio,1995,0,1.4,Gasolina,Manual,Elétrica,Outra,2 portas,8,58322000,Conde,6500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/corsa-wind-ano-95-896726021,
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS,VW - VOLKSWAGEN,Passeio,2020,51854,1.0,Flex,Automático,Elétrica,Prata,4 portas,1,58033455,João Pessoa,102590.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-2020-1-0-200-tsi-total-flex-comfortline-automatico-892527769,Brisamar
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,Passeio,2020,37000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,4,58832000,Mato Grosso,255000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/hilux-extra-896725773,
"Carros, vans e utilitários",FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Hatch,2011,65000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,4,58031180,João Pessoa,23000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-1-6-896724244,Pedro Gondim
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2015,130000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,0,58073171,João Pessoa,32900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-2015-g6-completo-promocao-apenas-32-900-00-892454268,Cidade dos Colibris
"Carros, vans e utilitários",RENAULT DUSTER TECHROAD 4X4 2.0 16V MEC.,RENAULT,SUV,2015,108083,2.0 - 2.9,Flex,Manual,Hidráulica,Cinza,4 portas,2,58033410,João Pessoa,49900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/duster-techroad-2-0-4x4-2015-896723988,Brisamar
"Carros, vans e utilitários",FORD KA,FORD,,2020,17718,,Flex,Manual,Mecânica,Cinza,4 portas,8,58400158,Campina Grande,54900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-ha-thiago-83-857977577,Centro
"Carros, vans e utilitários",GM - CHEVROLET VECTRA ELEGANCE 2.0 MPFI,GM - CHEVROLET,Conversível,2008,138523,1.9,Flex,Manual,Hidráulica,Branco,4 portas,5,58291000,Curral de Cima,25000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vectra-elegance-2008-896723338,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL COMFORTLINE 1.6 T. FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2015,34,1.6,Flex,Manual,Hidráulica,Prata,4 portas,2,58030092,João Pessoa,48900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/gol-confortline-2015-34-mil-rodados-896723065,Estados
"Carros, vans e utilitários",HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.,HONDA,Passeio,2010,129644,,Flex,Automático,,,4 portas,0,58040300,João Pessoa,33990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-2009-2010-1-4-lx-16v-flex-4p-automatico-828161870,Torre
