Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Tipo,Novo/Usado
"Carros, vans e utilitários",HYUNDAI AZERA 3.0 V6 24V 4P AUT.,HYUNDAI,Sedã,2012,61000,3.0 - 3.9,Gasolina,Automático,Hidráulica,Branco,4 portas,6,04852012,São Paulo,Jardim Shangrilá (Zona Sul),https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/azera-898747090,,
"Carros, vans e utilitários",RENAULT DUSTER DAKAR 4X2 1.6 HI-FLEX 16V MEC.,RENAULT,SUV,2016,97536,1.6,Flex,Manual,Hidráulica,Branco,4 portas,0,14700570,Bebedouro,Jardim Ciranda,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/duster-dakar-2016-completo-898748005,,
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE CL 1.8,VW - VOLKSWAGEN,Sedã,1991,96000,1.8,Gasolina,Manual,Mecânica,Azul,2 portas,2,13331265,Indaiatuba,Colinas de Indaiatuba II,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/vendo-voyage-1991-898747694,,
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! CROSS I MOTION 1.0 T.FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2015,83,1.0,Flex,Manual,Hidráulica,Preto,4 portas,2,08375000,São Paulo,Jardim Três Marias,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/up-cross-2015-completo-5-portas-898747320,,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2015,66000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,9,12071500,Taubaté,Jardim Gurilândia,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-4-completo-898747253,,
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,149000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,8,09892120,São Bernardo do Campo,Jordanópolis,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-sedan-classic-ls-vhc-1-0-8v-flex-unico-dono-898747673,,
"Carros, vans e utilitários",HONDA ,HONDA,,2007,195000,1.8,Gasolina,Manual,Hidráulica,,,,12228000,São José dos Campos,Putim,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/civic-lxs-898746705,,
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,Pick-up,2016,90000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,8,06436000,Barueri,Parque dos Camargos,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-hillux-srx-2016-2016-890759150,,
"Carros, vans e utilitários",HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.,HONDA,Hatch,2005,222000,1.4,Gasolina,Automático,Hidráulica,Cinza,4 portas,4,12236000,São José dos Campos,Jardim Oriente,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fit-873745370,,
"Carros, vans e utilitários",FORD ECOSPORT XLS FREESTYLE 1.6 FLEX 8V 5P,FORD,SUV,2006,124000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,0,15700282,Jales,Jardim Estados Unidos,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/ecosport-flex-cor-prata-898747312,,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LS 2.8 TDI 4X4 CD DIES. MEC.,GM - CHEVROLET,Pick-up,2014,92000,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,4 portas,2,18725000,Paranapanema,Holambra II,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/s10-completa-6-lugares-diesel-4x4-200cv-6-marchas-baixo-km-895221965,,
"Carros, vans e utilitários",FORD FUSION SEL 3.0 V6 AWD 24V 243CV AUT.,FORD,Sedã,2010,132000,3.0 - 3.9,Gasolina,Automático,Elétrica,Preto,4 portas,8,08230200,São Paulo,Vila Taquari,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fusion-2010-3-0-v6-aut-897122478,,
"Carros, vans e utilitários",FORD FUSION TITANIUM 2.0 GTDI ECO. FWD AUT.,FORD,Sedã,2016,44000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,2,14750000,Pitangueiras,,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/vende-se-ford-fusion-fwd-gtdi-2015-2016-891027227,,
"Carros, vans e utilitários",PEUGEOT 206 PRESENCE 1.4/ 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2008,140000,,Flex,Manual,Hidráulica,Preto,4 portas,6,04475190,São Paulo,Jardim Célia (Zona Sul),https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-206-1-4-completo-2008-898745857,,
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI 1.6 MI/ 1.6 MI CITY,VW - VOLKSWAGEN,SUV,1997,111111,1.6,Gasolina,Manual,Hidráulica,Verde,2 portas,2,15370632,Pereira Barreto,Vila Carvalho,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-por-moto-898745665,,
"Carros, vans e utilitários",FIAT UNO MILLE/ MILLE EX/ SMART 2P,FIAT,Hatch,1998,182000,1.0,Gasolina,Manual,Mecânica,Cinza,2 portas,5,19280000,Teodoro Sampaio,,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/uno-mille-ex-1998-898745648,,
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2011,124000,1.0,Flex,Manual,Mecânica,Vermelho,4 portas,8,04457150,São Paulo,Jardim Palmares (Zona Sul),https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-2011-898746958,,
"Carros, vans e utilitários",HONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.,HONDA,SUV,2020,12400,1.8,,Automático,,Azul,4 portas,3,03337060,São Paulo,Jardim Anália Franco,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-ex-2020-897063857,,
"Carros, vans e utilitários",CITROEN C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,CITROEN,Hatch,2011,162000,1.4,Flex,Manual,Elétrica,Preto,4 portas,9,03066065,São Paulo,Tatuapé,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c3-glx-1-4-flex-898747086,,
"Carros, vans e utilitários",MITSUBISHI L200 TRITON HPE 3.5 CD V6 24V FLEX AUT.,MITSUBISHI,Pick-up,2012,89000,3.0 - 3.9,Flex,Automático,Hidráulica,Branco,4 portas,5,04305050,São Paulo,Vila Monte Alegre,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/l200-triton-898743208,,
"Carros, vans e utilitários",JEEP COMPASS TRAILHAWK 2.0 4X4 DIES. 16V AUT.,JEEP,SUV,2017,64200,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,1,18040830,Sorocaba,Jardim Paulistano,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/compass-trailhawk-4x4-diesel-todas-revisoes-concessionaria-898746620,,
"Carros, vans e utilitários",GM - CHEVROLET C-20 CUSTOM STD. 4.1,GM - CHEVROLET,Van/Utilitário,1992,258766,4.0 ou mais,Gasolina,Manual,Hidráulica,Outra,2 portas,5,12323279,Jacareí,Condomínio Parque Vale dos Lagos,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/caminhonete-898027490,,
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACECROSS 1.6 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,SUV,2013,98500,1.6,Flex,Manual,Hidráulica,Preto,4 portas,2,02347110,São Paulo,Jardim Leonor Mendes de Barros,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/spacecross-2013-2013-completo-impecavel-895196938,,
"Carros, vans e utilitários",TOYOTA COROLLA XRS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2013,55500,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,0,18702070,Avaré,Vila Martins III,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/corolla-xrs-898745245,,
"Carros, vans e utilitários",HONDA CITY SEDAN LX 1.5 FLEX 16V 4P MEC.,HONDA,Sedã,2011,170000,1.5,Flex,Manual,Elétrica,Prata,4 portas,9,17519340,Marília,Jardim Portal do Sol,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/honda-city-lx-1-5-manual-2011-impecavel-895489043,,
"Carros, vans e utilitários",FORD COURIER 1.6 L/ 1.6 FLEX,FORD,Pick-up,2010,300000,1.6,Flex,Manual,Mecânica,Cinza,2 portas,0,01001001,São Paulo,Sé,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-courier-2010-1-6l-muito-conservada-898745444,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2009,300,1.0,Flex,Manual,Mecânica,Preto,4 portas,8,12236190,São José dos Campos,Jardim Oriente,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/celta-spirit-1-0-flex-2009-basico-fipe-17-900-898745934,,
"Carros, vans e utilitários",HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2017,52500,1.6,Flex,Automático,,Cinza,4 portas,0,17055220,Bauru,Parque São João,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/hb20x-premium-1-6-898745186,,
"Carros, vans e utilitários",NISSAN FRONTIER XE CD 4X2 2.5 TB DIESEL,NISSAN,Pick-up,2010,211000,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,4 portas,9,14076360,Ribeirão Preto,Independência,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/nissan-frontier-diesel-2010-4x2-multimidia-completa-898745208,,
"Carros, vans e utilitários",FIAT PALIO WEEKEND ELX 1.3 MPI  FIRE 16V,FIAT,Passeio,2003,237000,1.3,Gasolina,Manual,Hidráulica,Azul,4 portas,7,03977030,São Paulo,Conjunto Habitacional Marechal Mascarenhas de Morais,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-wekeend-elx-2003-897133769,,
"Carros, vans e utilitários",HONDA HR-V EXL 1.8 FLEXONE 16V 5P AUT.,HONDA,SUV,2020,26200,1.8,Flex,Automático,Elétrica,Outra,4 portas,0,17055220,Bauru,Parque São João,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-exl-898744715,,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SEDAN 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2009,157000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,0,03978400,São Paulo,Conjunto Residencial Sitio Oratório,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-08-09-mi-sedan-1-6-23mil-894834937,,
"Carros, vans e utilitários",HYUNDAI HR 2.5 TCI DIESEL (RS/RD),HYUNDAI,Van/Utilitário,2016,219000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,2 portas,7,13295000,Itupeva,,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hr-2016-870215291,,
"Carros, vans e utilitários",RENAULT MEGANE SEDAN DYNAMIQUE HI-FLEX 1.6 16V,RENAULT,Sedã,2007,243000,1.6,Flex,Manual,Elétrica,Prata,4 portas,1,02407020,São Paulo,Água Fria,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-megane-dynamique-1-6-898744687,,
"Carros, vans e utilitários",FIAT SIENA ATTRACTIVE 1.0 FIRE FLEX 8V 4P,FIAT,Sedã,2007,116364,1.0,Flex,Manual,,Preto,4 portas,,11701330,Praia Grande,Boqueirão,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-siena-fire-fox-889066085,,
"Carros, vans e utilitários",PORSCHE CAYENNE TURBO 4.5/4.8,PORSCHE,SUV,2009,43000,4.0 ou mais,Gasolina,Automático,Hidráulica,Preto,4 portas,8,08120210,São Paulo,Jardim Camargo Novo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/porche-cayenne-turbo-898744490,,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2005,162000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,4,08340550,São Paulo,Jardim Vila Carrão,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-1-0-flex-2005-898744919,,
"Carros, vans e utilitários",HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,Sedã,2021,6700,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,7,16370000,Promissão,,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-exl-2-0-prata-876308415,,
"Carros, vans e utilitários",MERCEDES-BENZ CLASSE A 200 1.6 TB 16V URBAN 156CV AUT.,MERCEDES-BENZ,Hatch,2015,84000,1.6,Gasolina,Automático,Elétrica,Branco,4 portas,7,03807360,São Paulo,Vila Robertina,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-a200-894749219,,
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,Sedã,2013,85500,1.8,Flex,Automático,Hidráulica,Prata,4 portas,4,17020310,Bauru,Centro,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxs-2013-1-8-automatico-flex-898744942,,
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,Sedã,2019,62000,1.0,Flex,Automático,Elétrica,Prata,4 portas,0,13067366,Campinas,Conjunto Habitacional Campinas F,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/virtus-tsi-confortline-2019-unico-dono-898744250,,
"Carros, vans e utilitários",FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,Hatch,2005,225000,1.6,Gasolina,Manual,Hidráulica,Prata,4 portas,2,11472030,Guarujá,Jardim Conceiçãozinha (Vicente de Carvalho),https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-ford-focus-2005-894649159,,
"Carros, vans e utilitários",HONDA FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT,HONDA,Hatch,2017,41500,1.5,Flex,Automático,Elétrica,Cinza,4 portas,4,11075350,Santos,Vila Belmiro,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-exl-1-5-automatico-2017-898743910,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2008,211000,1.0,Flex,Manual,Mecânica,Vermelho,4 portas,4,07023022,Guarulhos,Vila Augusta,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-life-2008-4p-898740454,,
"Carros, vans e utilitários",FIAT DOBLO ADVENTURE/ ADV.ER 1.8 MPI 8V 103CV,FIAT,Passeio,2004,0,1.8,Gás Natural,Automático,Hidráulica,Vermelho,4 portas,8,04777000,São Paulo,Interlagos,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/doblo-adventure-2004-com-kit-gas-898744482,,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2011,162000,,Flex,Automático,Hidráulica,Prata,4 portas,2,02924001,São Paulo,Vila Arcádia,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2011-xei-automatico-flex-prata-898743048,,
"Carros, vans e utilitários",GM - CHEVROLET MONZA CLASSIC SE 2.0 /MPFI E EFI 2P E 4P,GM - CHEVROLET,Sedã,1994,123456,2.0 - 2.9,Álcool,Manual,Hidráulica,Cinza,4 portas,7,15502130,Votuporanga,Chácara das Paineiras,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/monza-sle-898744267,,
"Carros, vans e utilitários",FORD FOCUS 2.0 16V/ 2.0 16V FLEX 5P,FORD,Hatch,2009,168000,2.0 - 2.9,Gasolina,Manual,Elétrica,Preto,4 portas,5,13472290,Americana,Jardim Nossa Senhora do Carmo,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-glx-2-0-2009-898743503,,
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2019,19000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,9,09321250,Mauá,Jardim Zaira,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb-20-unico-dono-898743933,,
"Carros, vans e utilitários",RENAULT SANDERO STEPWAY HI-POWER 1.6 8V 5P,RENAULT,SUV,2015,75,1.6,Flex,Manual,Hidráulica,Prata,4 portas,5,03813030,São Paulo,Jardim Matarazzo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-stepway-2015-898743930,,
"Carros, vans e utilitários",HYUNDAI TUCSON 2.0 16V FLEX AUT.,HYUNDAI,SUV,2013,64500,,,Automático,Hidráulica,Preto,4 portas,0,09911000,Diadema,Centro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/tucson-2013-automatico-flex-898743069,,
"Carros, vans e utilitários",BMW 320I,BMW,Sedã,2021,29000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 portas,2,15092415,São José do Rio Preto,Jardim Tarraf II,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/bmw-320i-m-sport-898738026,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Hatch,2010,97000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,4,11515120,Cubatão,Jardim Trinta e Um de Março,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-898742025,,
"Carros, vans e utilitários",FIAT UNO DRIVE 1.0 FLEX 6V 5P,FIAT,Hatch,2017,160000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,8,17523201,Marília,Paulo Correa de Lara,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/carro-uno-drive-1-0-flex-2017-2018-898741860,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 2P,VW - VOLKSWAGEN,Hatch,2001,220000,1.0,Gasolina,Manual,Mecânica,Prata,2 portas,0,08290140,São Paulo,Vila Carmosina,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g2-special-2001-898741641,,
"Carros, vans e utilitários",FIAT IDEA ELX 1.4 MPI FIRE FLEX 8V 5P,FIAT,Hatch,2006,175,1.4,Flex,Manual,Hidráulica,Preto,4 portas,,04845290,São Paulo,Vila Brasília (Zona Sul),https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-idea-completa-898742703,,
"Carros, vans e utilitários",GM - CHEVROLET VECTRA GLS/EXPRES.2.2/ 2.0 E 2.0 CD 8V,GM - CHEVROLET,Sedã,1998,200,2.0 - 2.9,Gasolina,Manual,Hidráulica,Cinza,,,18076320,Sorocaba,Jardim São Lourenzo,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/vectra-gls-98-gnv-898741534,,
"Carros, vans e utilitários",GM - CHEVROLET ASTRA 2.0/ CD/ GLS 2.0 MPFI 16V 3P,GM - CHEVROLET,Hatch,2000,200000,2.0 - 2.9,Gasolina,Manual,Mecânica,Prata,2 portas,8,16750000,Rubiácea,,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/astra-hatch-gls-mpfi-2-0-2000-898741213,,
"Carros, vans e utilitários",HONDA FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT,HONDA,Hatch,2017,63000,1.5,Flex,Automático,Elétrica,Cinza,4 portas,6,11075350,Santos,Vila Belmiro,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-exl-1-5-automatico-2017-898742939,,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO NEXT 1.6 MI 101CV 8V 5P,VW - VOLKSWAGEN,Hatch,2003,11111,1.6,Gasolina,Manual,Hidráulica,Preto,4 portas,7,06162030,Osasco,Padroeira,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-preto-2003-898741205,,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 E-FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2009,140000,1.6,Flex,Manual,,Outra,4 portas,,11470100,Guarujá,Jardim Maravilha (Vicente de Carvalho),https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/polo-898742431,,
"Carros, vans e utilitários",FIAT PALIO WEEKEND 1.6 MPI 16V 4P,FIAT,,1998,228000,1.6,Gasolina,Manual,Hidráulica,Preto,4 portas,4,06390400,Carapicuíba,Cidade Ariston Estela Azevedo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-weekend-98-completa-898742718,,
"Carros, vans e utilitários",GM - CHEVROLET MERIVA MAXX 1.8 MPFI 8V FLEXPOWER,GM - CHEVROLET,Passeio,2007,165500,1.8,Flex,Manual,Hidráulica,Prata,4 portas,7,12225540,São José dos Campos,Jardim das Cerejeiras,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/carro-898742655,,
"Carros, vans e utilitários",FIAT PALIO 1.6 MPI 16V 4P,FIAT,Hatch,1996,205000,1.6,Gasolina,Manual,Hidráulica,Azul,4 portas,1,06423240,Barueri,Conjunto Habitacional Mirante dos Altos,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1996-1-6-16v-completo-898740463,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 2.0/ 2.0 MI FLEX COMFORTLINE/ SPORT,VW - VOLKSWAGEN,Hatch,2001,220000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Prata,4 portas,7,03294100,São Paulo,Jardim Independência,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-2-0-2001-completo-laudo-cautelar-aprovado-veiculo-com-preco-de-repasse-898741203,,
"Carros, vans e utilitários",NISSAN VERSA SL 1.6 16V FLEX FUEL 4P MEC.,NISSAN,Sedã,2014,79000,1.6,Flex,Manual,Elétrica,Branco,4 portas,7,11065003,Santos,Campo Grande,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-versa-898740805,,
"Carros, vans e utilitários",PEUGEOT 307 PASSION 2.0 16V 138CV 5P,PEUGEOT,Hatch,2007,91000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,7,09271580,Santo André,Parque João Ramalho,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-307-898744103,,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 E-FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2005,162000,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,4,08696040,Suzano,Jardim Europa,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-2005-898740518,,
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2014,58000,1.8,Flex,Automático,Elétrica,Cinza,4 portas,5,08717770,Mogi das Cruzes,Mogi Moderno,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cruze-1-8-at-impecavel-km-baixo-898740504,,
"Carros, vans e utilitários",HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P MEC.,HONDA,Hatch,2014,174000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,3,13277020,Valinhos,Jardim Santo Antônio,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-lx-1-4-2014-manual-898739909,,
"Carros, vans e utilitários",FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Hatch,2009,85000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,2,06810631,Embu das Artes,Jardim Vitória,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-898739915,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 2P,VW - VOLKSWAGEN,Hatch,2014,4460,1.0,Flex,Manual,Hidráulica,Preto,2 portas,5,02135000,São Paulo,Jardim Japão,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-flex-898740274,,
"Carros, vans e utilitários",NISSAN VERSA SL 1.6 16V FLEX FUEL 4P MEC.,NISSAN,Sedã,2013,186000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,2,08290001,São Paulo,Itaquera,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-versan-1-6-16v-flex-sl-4p-manual-898740727,,
