Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,price,url,Tipo de veículo
"Carros, vans e utilitários",NISSAN FRONTIER LE CD 4X4 2.5 TB DIESEL AUT.,NISSAN,2015,117705,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,5,93254546,Esteio,,105000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-frontier-2-5-sv-attack-4x4-cd-turbo-eletronic-br-br-898291511,Pick-up
"Carros, vans e utilitários",MERCEDES-BENZ SPRINTER 415 FURGÃO CURTO T.B. 2.2 DIES.,MERCEDES-BENZ,2015,217158,,Diesel,Manual,Hidráulica,Branco,2 portas,5,94040000,Gravataí,São Jerônimo,108000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sprinter-branca-unico-dono-898291422,Van/Utilitário
"Carros, vans e utilitários",RENAULT KWID ZEN 1.0 FLEX 12V 5P MEC.,RENAULT,2020,27000,1.0,Flex,Manual,Elétrica,Branco,4 portas,8,92010242,Canoas,Centro,45900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-zen-ano-2020-completo-1-0-top-impecavel-igual-a-zero-898291252,Passeio
"Carros, vans e utilitários",CHERY QQ 1.1/1.0 12V 69CV 5P,CHERY,2013,51000,1.0,Gasolina,Manual,Hidráulica,Vermelho,,5,93819694,Sapiranga,São Jacó,15600.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/carro-898291225,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V CE,VW - VOLKSWAGEN,2014,40000,1.6,Flex,Manual,Hidráulica,Branco,2 portas,3,91760100,Porto Alegre,Ipanema,39900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/saveiro-g6-1-6-2014-completa-barbada-898291329,Pick-up
"Carros, vans e utilitários",HYUNDAI AZERA 3.0 V6 24V 4P AUT.,HYUNDAI,2013,70658,3.0 - 3.9,Gasolina,Automático,,Prata,4 portas,9,90160091,Porto Alegre,Azenha,82900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-azera-3-0-v6-24v-4p-aut-891693706,Passeio
"Carros, vans e utilitários",CITROEN C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,CITROEN,2011,162000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,2,94810290,Alvorada,Bela Vista,17000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/c3-1-4-glx-flex-898291052,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN SANTANA 2.0 MI 2P E 4P,VW - VOLKSWAGEN,2003,1,2.0 - 2.9,Gás Natural,Manual,,Prata,4 portas,,95080190,Caxias do Sul,Exposição,15000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/vw-volkswagen-santana-2-0-mi-gas-natural-2003-541273899,
"Carros, vans e utilitários",VW - VOLKSWAGEN FUSCA,VW - VOLKSWAGEN,2014,90400,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,2 portas,8,97502784,Uruguaiana,São Miguel,89770.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fusca-2-0-tsi-2014-898290397,Hatch
"Carros, vans e utilitários",TOYOTA COROLLA XLI 1.8/1.8 FLEX 16V AUT.,TOYOTA,2009,97,1.8,Flex,Automático,Hidráulica,Prata,4 portas,6,91920130,Porto Alegre,Tristeza,43900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corolla-xli-1-8-flex-2009-automatico-825537315,Sedã
"Carros, vans e utilitários",AUDI A3 1.8 5P MEC.,AUDI,2004,136000,1.8,Gasolina,Manual,Hidráulica,Prata,4 portas,5,91130721,Porto Alegre,Sarandi,22900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/impecavel-audi-a3-1-8-2004-leia-descricao-do-anuncio-898289873,Hatch
"Carros, vans e utilitários",FORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.,FORD,2017,70000,3.0 - 3.9,Diesel,Automático,Hidráulica,Branco,4 portas,,95080190,Caxias do Sul,Exposição,151000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ranger-3-2-xlt-automatica-diesel-2017-892284872,Pick-up
"Carros, vans e utilitários",RENAULT DUSTER DYNAMIQUE 2.0  HI-FLEX 16V AUT.,RENAULT,2015,47000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,0,95097350,Caxias do Sul,São Leopoldo,51900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/duster-2-0-automatica-898289815,SUV
"Carros, vans e utilitários",FIAT STILO 1.8 SPORTING FLEX 8V 5P,FIAT,2007,200,1.8,Gasolina,Manual,Hidráulica,Preto,4 portas,,92110001,Canoas,Niterói,11900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-stilo-1-8-sporting-ja-financiado-leia-o-anuncio-891022246,Passeio
"Carros, vans e utilitários",FIAT FREEMONT 2.4 16V 5P AUT.,FIAT,2014,104000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,,95180000,Farroupilha,,59900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/freemont-2-4-7-lugares-ano-2014-896448746,SUV
"Carros, vans e utilitários",FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P,FIAT,2012,96300,1.0,Flex,Manual,Mecânica,Branco,2 portas,0,95700000,Bento Gonçalves,,16900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/uno-mille-otimo-estado-898289656,Passeio
"Carros, vans e utilitários",GM - CHEVROLET MONTANA  SPORT 1.8 MPFI FLEXPOWER 8V,GM - CHEVROLET,2005,128000,1.8,Gasolina,Manual,Hidráulica,Vermelho,2 portas,,93544145,Novo Hamburgo,Canudos,10000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/montana-1-8-2005-completo-leg-baixo-entrada-10mil-financia-direto-a-vista-25-900-898289791,Pick-up
"Carros, vans e utilitários",MITSUBISHI ECLIPSE GST 2.0 16V TURBO,MITSUBISHI,1992,90000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Preto,2 portas,6,97010033,Santa Maria,Centro,27000.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-eclipse-1992-896440988,Antigo
"Carros, vans e utilitários",GM - CHEVROLET ASTRA SED. ADVANT. 2.0 8V MPFI FLEXP. 4P,GM - CHEVROLET,2009,132000,1.8,Flex,Manual,Hidráulica,Vermelho,4 portas,2,93700000,Campo Bom,,27900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/astra-2009-898289678,Sedã
"Carros, vans e utilitários",CITROEN C4 GLX 2.0 FLEX 16V 5P AUT.,CITROEN,2013,110000,,Flex,Automático,Hidráulica,Preto,4 portas,4,99025580,Passo Fundo,Centro,37900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/c4-picasso-2-0-16v-glx-2013-5-lugares-898289296,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.,VW - VOLKSWAGEN,2018,48000,1.6,Flex,Manual,Elétrica,Branco,4 portas,3,96030001,Pelotas,Fragata,68900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/virtus-msi-1-6-2018-aceito-troca-898289226,Sedã
"Carros, vans e utilitários",FORD ECOSPORT FREESTYLE 1.6 16V FLEX 5P,FORD,2014,0,1.6,Flex,Manual,Elétrica,Preto,4 portas,0,93210240,Sapucaia do Sul,Primor,54800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ecosport-freestyle-1-6-2014-898289324,SUV
"Carros, vans e utilitários",GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P MEC.,GM - CHEVROLET,2013,158350,1.8,Flex,Manual,Hidráulica,Cinza,4 portas,1,95680000,Canela,,36900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/spin-5-lugares-unica-dona-e-ipva-pago-898289094,Passeio
"Carros, vans e utilitários",KIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,KIA MOTORS,2013,95386,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,3,95060145,Caxias do Sul,Ana Rech,72900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/sportage-2-0-ex-898288181,SUV
"Carros, vans e utilitários",FIAT COUPE 16V,FIAT,1996,124000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Vermelho,2 portas,4,91770330,Porto Alegre,Serraria,40000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-fiat-coupe-diferenciado-898289071,Antigo
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI 1.6 MI/ 1.6 MI CITY,VW - VOLKSWAGEN,2009,145000,1.6,Flex,Manual,Hidráulica,Preto,,4,91140001,Porto Alegre,Sarandi,25900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/parati-09-1-6-completa-25-900-898288878,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,2018,58131,3.0 - 3.9,Diesel,Automático,Hidráulica,Prata,4 portas,6,99680000,Constantina,,212000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/amarok-v6-highline-3-0-t-d-i-4x4-aut-apenas-58-098-mkm-898288794,Passeio
"Carros, vans e utilitários",GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,2018,89058,,Flex,Automático,,,4 portas,8,90220003,Porto Alegre,Navegantes,69862.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-spin-1-8-ltz-8v-886109261,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,2020,50514,,Flex,Manual,,,4 portas,1,91050371,Porto Alegre,Jardim Lindóia,70800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/virtus-2019-2020-1-0-200-tsi-comfortline-automatico-898286769,Passeio
"Carros, vans e utilitários",RENAULT DUSTER OROCH EXPRESS 1.6 FLEX 16V MEC.,RENAULT,2019,32000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,4,96030001,Pelotas,Fragata,69900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/oroch-express-1-6-aceita-troca-898287672,Pick-up
"Carros, vans e utilitários",RENAULT DUSTER OROCH EXP. 1.6 HI-FLEX 16V  MEC.,RENAULT,2017,70000,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,6,96030001,Pelotas,Fragata,69900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/oroch-expression-1-6-aceito-troca-898286382,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2008,196860,1.6,Gasolina,Manual,Hidráulica,Preto,4 portas,6,93548040,Novo Hamburgo,Canudos,35900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/golf-confortline-1-6-2008-manual-898287443,Hatch
"Carros, vans e utilitários",FORD ECOSPORT SE 1.6 16V FLEX 5P AUT.,FORD,2017,84000,1.6,Gasolina,Automático,Elétrica,Branco,4 portas,8,95560000,Torres,,62000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2017-automatica-898286957,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,1995,0,,,,,,2 portas,,93290480,Esteio,Santo Inácio,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gol-quadrado-898286137,
"Carros, vans e utilitários",GM - CHEVROLET CORSA GLS 1.6 MPFI 5P,GM - CHEVROLET,1999,0,1.6,Gasolina,Manual,Hidráulica,Branco,4 portas,4,95520000,Osório,,8900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corsa-99-898285447,Sedã
"Carros, vans e utilitários",GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.,GM - CHEVROLET,2020,46691,,Flex,Automático,,,4 portas,4,91050371,Porto Alegre,Jardim Lindóia,70900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cobalt-2019-2020-1-8-mpfi-ltz-8v-flex-4p-automatico-898285397,Passeio
"Carros, vans e utilitários",TOYOTA HILUX,TOYOTA,2012,114000,,Diesel,Automático,Hidráulica,Prata,4 portas,1,94070001,Gravataí,Bom Princípio,143900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-sw4-srv-3-0-4x4-898285963,
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,2015,0,1.4,Flex,Manual,Elétrica,Vermelho,4 portas,0,93210240,Sapucaia do Sul,Primor,48900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/prisma-ltz-1-4-2015-898286112,Sedã
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES. AUT.,TOYOTA,2016,114000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,0,93260048,Esteio,Centro,229900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-srx-diesel-2016-892003681,SUV
"Carros, vans e utilitários",FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,2012,100000,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,0,95700000,Bento Gonçalves,,27900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fiesta-class-completo-de-tudo-898285678,Sedã
"Carros, vans e utilitários",CITROEN C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,CITROEN,2008,151000,1.4,Flex,Manual,Hidráulica,Cinza,4 portas,6,93260048,Esteio,Centro,18900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-glx-1-4-2008-892029920,Hatch
"Carros, vans e utilitários",HONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4P,HONDA,2021,1,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,0,93260048,Esteio,Centro,129900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-ex-cvt-2021-869339242,Sedã
"Carros, vans e utilitários",TOYOTA ETIOS X 1.3 FLEX 16V 5P AUT.,TOYOTA,2019,31000,1.3,Flex,Automático,Hidráulica,Preto,4 portas,0,95097350,Caxias do Sul,São Leopoldo,55900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/etios-x-1-3-aut-31-000-km-898285278,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,VW - VOLKSWAGEN,2017,0,,Flex,Manual,,Branco,,,93800000,Sapiranga,,71900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-cross-1-6-cd-total-flex-financia-ate-60x-sem-entrada-882514484,
"Carros, vans e utilitários",FORD KA GL 1.0I ZETEC ROCAM,FORD,2009,1111,,Flex,Manual,Hidráulica,Preto,2 portas,9,91110001,Porto Alegre,Sarandi,19900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-gl-1-0-2p-898283872,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND) 1.0 MI TOTAL FLEX 8V 2P,VW - VOLKSWAGEN,2007,198000,,Flex,Manual,Mecânica,Branco,2 portas,1,92110001,Canoas,Niterói,13500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gol-13-500-aceito-troca-por-fusca-898285044,Hatch
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,2015,1,1.6,Flex,Manual,Elétrica,Vermelho,4 portas,1,93310250,Novo Hamburgo,Rio Branco,47900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-2015-2-dono-todas-revisoes-na-concessionaria-baixa-km-impecavel-898284375,Hatch
"Carros, vans e utilitários",RENAULT SANDERO ZEN FLEX 1.0 12V 5P MEC.,RENAULT,2020,30000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,6,91740001,Porto Alegre,Cavalhada,55900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-zen-1-0-4p-898284205,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK CD2.0 16V/S CD2.0 16V TDI 4X4 DIE,VW - VOLKSWAGEN,2018,72000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,0,94170420,Gravataí,Santa Cruz,119900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-amarok-cd-2-0-2018-diesel-4x4-898284112,Pick-up
"Carros, vans e utilitários",PEUGEOT 2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2016,55000,1.6,Flex,Automático,Elétrica,Prata,4 portas,9,93320105,Novo Hamburgo,Pátria Nova,59800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/2008-griffe-1-6-aut-prata-completa-impecavel-898283962,
"Carros, vans e utilitários",FIAT TORO,FIAT,2022,0,1.3,Flex,Automático,Elétrica,Branco,4 portas,,98700000,Ijuí,,128000.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/toro-endurance-1-3-t270-flex-automatico-898283832,Pick-up
"Carros, vans e utilitários",RENAULT CAPTUR INTENSE 2.0 16V FLEX 5P AUT.,RENAULT,2020,30953,,Flex,Automático,,,4 portas,4,91050371,Porto Alegre,Jardim Lindóia,85490.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/captur-2019-2020-2-0-16v-hi-flex-intense-automatico-898283812,Passeio
"Carros, vans e utilitários",RENAULT CAPTUR ZEN 1.6 16V FLEX 5P AUT.,RENAULT,2018,64048,,Flex,Automático,Hidráulica,Cinza,4 portas,8,95032440,Caxias do Sul,Santa Catarina,74400.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/renault-captur-zen-1-6-16v-sce-flex-2018-4p-892521346,SUV
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,JEEP,2017,36000,2.0 - 2.9,Diesel,Automático,,,4 portas,,99709296,Erechim,Fátima,138800.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2-0-4x4-dies-16v-aut-2017-diesel-898283771,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 POWER 16V 76CV 4P,VW - VOLKSWAGEN,2002,0,,Gasolina,Manual,Hidráulica,Prata,4 portas,,95086200,Caxias do Sul,Planalto,11900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-mi-power-16v-76cv-gasolina-4p-manual-g-iii-898283542,Hatch
"Carros, vans e utilitários",SUZUKI GRAND VITARA 2.0 16V 4X2/4X4 5P AUT.,SUZUKI,2015,115364,,Gasolina,Automático,Hidráulica,Cinza,4 portas,2,95032440,Caxias do Sul,Santa Catarina,57990.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/suzuki-grand-vitara-4x2-at-2-0-16v-2015-4p-885753216,SUV
"Carros, vans e utilitários",FORD FUSION 2.5L I-VCT FLEX AUT.,FORD,2014,83700,,Gasolina,Automático,,Branco,4 portas,4,90690140,Porto Alegre,Petrópolis,75900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-fusion-2-5-4p-898283512,Sedã
"Carros, vans e utilitários",HONDA TOURING,HONDA,2017,38000,1.5,Gasolina,Automático,Hidráulica,Branco,4 portas,0,93608350,Estância Velha,Rincão dos Ilhéus,125900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/civic-touring-1-5-894322302,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,2018,105000,1.0,Flex,Manual,Elétrica,Prata,4 portas,2,94450550,Viamão,São Lucas,54900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/novo-polo-898282787,Hatch
"Carros, vans e utilitários",FORD KA 1.5 FREESTYLE 12V FLEX 5P AUT.,FORD,2019,11000,,Flex,Automático,,Branco,4 portas,5,90690140,Porto Alegre,Petrópolis,72900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-freestyle-1-5-4p-898283470,Hatch
"Carros, vans e utilitários",FIAT ARGO 1.0 6V FLEX.,FIAT,2019,46000,1.0,Flex,Manual,Elétrica,Preto,4 portas,8,93320105,Novo Hamburgo,Pátria Nova,49800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/izx3b38-882426554,Hatch
"Carros, vans e utilitários",HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,2018,30000,1.5,Flex,Automático,Elétrica,Prata,4 portas,0,93320105,Novo Hamburgo,Pátria Nova,78800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fit-ex-1-5-aut-cvt-prata-completa-impecavel-878727995,Hatch
"Carros, vans e utilitários",MITSUBISHI ASX 2.0 16V 4X4 160CV AUT.,MITSUBISHI,2015,78417,2.0 - 2.9,Gasolina,Automático,Elétrica,Branco,4 portas,9,92010134,Canoas,Centro,60000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sucata-asx-2-0-16v-4x4-839618314,SUV
"Carros, vans e utilitários",FIAT SIENA CELEBRATION 1.0 FIRE FLEX 8V 4P,FIAT,2012,104000,1.0,Flex,Manual,Mecânica,Preto,4 portas,6,93265159,Esteio,Centro,20900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/siena-celebr-1-0-2012-finac-100-baixo-fipe-898281183,Sedã
"Carros, vans e utilitários",FORD FUSION TITANIUM 2.0 GTDI ECO. AWD AUT.,FORD,2015,105000,2.0 - 2.9,Gasolina,Automático,Elétrica,Preto,4 portas,0,95012631,Caxias do Sul,Cinqüentenário,85900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-fusion-unico-dono-898282415,Sedã
"Carros, vans e utilitários",MITSUBISHI PAJERO HPE FULL 3.2 4X4 T.I.DIES. 5P AUT,MITSUBISHI,2019,20000,3.0 - 3.9,Diesel,Automático,Hidráulica,Prata,4 portas,4,96810234,Santa Cruz do Sul,Goiás,259900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-pajero-full-2019-diesel-4x4-unico-dono-com-apenas-20000-km-898281770,Passeio
"Carros, vans e utilitários",HYUNDAI IX35 2.0 16V 2WD FLEX AUT.,HYUNDAI,2017,37451,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,0,92010134,Canoas,Centro,70000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sucata-ix35-2017-824526663,SUV
