Categoria,Modelo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Portas,CEP,Município,Bairro,price,url,Marca,Cor,Tipo de veículo,Final de placa
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,2018,27000,2.0 - 2.9,Diesel,Automático,Hidráulica,4 portas,59063310,Natal,Lagoa Nova,139500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-diesel-2018-895772477,JEEP,Prata,SUV,0
"Carros, vans e utilitários",GM - CHEVROLET PRISMA,2015,1000,1.0,Gasolina,Manual,Hidráulica,4 portas,59020085,Natal,Petrópolis,34000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-no-boleto-895769570,GM - CHEVROLET,Cinza,Sedã,1
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.6 MI TOTAL FLEX 8V 4P,2019,36006,1.6,Flex,Manual,Hidráulica,4 portas,59112600,Natal,Potengi,19900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/repasso-gol-1-6-2019-2019-895766924,VW - VOLKSWAGEN,Prata,Passeio,6
"Carros, vans e utilitários",HONDA HR-V EXL 1.8 FLEXONE 16V 5P AUT.,2021,2500,1.4,Gasolina,Automático,Elétrica,4 portas,59066180,Natal,Candelária,129900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-exl-2021-km-2-700-rodado-895767195,HONDA,Branco,SUV,0
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,2011,73000,1.0,Flex,Manual,Hidráulica,4 portas,59605070,Mossoró,Boa Vista,21900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-classic-ls-2011-novissimo-895761232,GM - CHEVROLET,Preto,Sedã,0
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,2017,57728,1.6,Flex,Manual,Hidráulica,4 portas,59064630,Natal,Lagoa Nova,48900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-comfort-plus-1-6-2017-892146270,HYUNDAI,Prata,Hatch,1
"Carros, vans e utilitários",FORD FIESTA,2012,0,1.6,Flex,Manual,Hidráulica,4 portas,59086005,Natal,Neópolis,24990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-2012-1-6-mpi-hatch-8v-flex-4p-manual-891613769,FORD,Preto,Passeio,4
"Carros, vans e utilitários",MITSUBISHI PAJERO HPE FULL 3.8 V6 250CV 5P AUT.,2011,112000,3.0 - 3.9,Gasolina,Automático,Hidráulica,2 portas,59086005,Natal,Neópolis,82990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/pajero-full-2011-883871672,MITSUBISHI,Branco,SUV,5
"Carros, vans e utilitários",NISSAN FRONTIER XE CD 4X4 2.3 BI-TB DIESEL AUT.,2019,15000,3.0 - 3.9,Diesel,Automático,Hidráulica,4 portas,59090000,Natal,Ponta Negra,190000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/nissan-frontier-xe-2019-895758211,NISSAN,Branco,Pick-up,4
,,,,,,,,,,,,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-2010-vendo-ou-troco-895751879,,,,
"Carros, vans e utilitários",JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V MEC.,2018,40000,1.8,Flex,Manual,,4 portas,59078110,Natal,Capim Macio,75800.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-flex-sport-4p-manual-890793704,JEEP,Branco,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 5P,2014,111800,1.0,Flex,Manual,Hidráulica,4 portas,59584000,Touros,,26000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-2014-895753471,GM - CHEVROLET,Vermelho,Passeio,6
"Carros, vans e utilitários", ,2014,120000,1.0,Flex,Manual,Hidráulica,,59152820,Parnamirim,Nova Parnamirim,7999.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/repasso-clio-2014-870972994,,,,
"Carros, vans e utilitários", ,1950 ou anterior,10000000,,Flex,Manual,Hidráulica,4 portas,59060105,Natal,Bom Pastor,12000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/a-procura-de-um-carro-895751913,,,,
"Carros, vans e utilitários",GM - CHEVROLET D-10 DIESEL,1984,0,2.0 - 2.9,Diesel,Manual,Hidráulica,2 portas,59518000,São Rafael,,24000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/d10-diesel-895751680,GM - CHEVROLET,Amarelo,Pick-up,0
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V  FLEX  AUT.,2018,33000,1.6,Flex,Automático,Elétrica,4 portas,59380000,Currais Novos,,69990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-2018-muito-novo-com-apenas-33-mil-kms-rodados-863725056,KIA MOTORS,Cinza,Sedã,8
"Carros, vans e utilitários",FORD KA+,2021,0,,,,,,59010020,Natal,Praia do Meio,0.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-0km-sem-entrada-862924368,FORD,,,
"Carros, vans e utilitários",GM - CHEVROLET COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,2012,320,1.4,Flex,Manual,Hidráulica,4 portas,59280000,Macaíba,,28000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/cobalt-ltz-895759522,GM - CHEVROLET,Prata,Sedã,5
"Carros, vans e utilitários",CITROEN C3 EXCLUSIVE 1.4 FLEX 8V 5P,2012,120000,1.4,Flex,Manual,Elétrica,4 portas,59042510,Natal,Nordeste,21500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-2012-895749567,CITROEN,Branco,Hatch,6
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,2013,130000,1.0,Gasolina,Manual,Mecânica,4 portas,59215000,Nova Cruz,,33000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-895747680,VW - VOLKSWAGEN,Branco,Passeio,
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,2020,20000,1.0,Flex,Automático,Elétrica,4 portas,59625000,Mossoró,Ilha de Santa Luzia,81990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/virtus-tsi200-comfortline-2020-895732561,VW - VOLKSWAGEN,Branco,,6
"Carros, vans e utilitários",FIAT UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P,2016,102288,1.0,Flex,Manual,Hidráulica,4 portas,59091120,Natal,Ponta Negra,27900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vende-se-fiat-uno-vivance-895732449,FIAT,Branco,Passeio,9
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,2010,178000,3.0 - 3.9,Diesel,Automático,Elétrica,4 portas,59215000,Nova Cruz,,110000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hillux-sw4-2010-895731779,TOYOTA,,SUV,0
"Carros, vans e utilitários",FORD KA 1.5 SE 12V FLEX 5P MEC.,2020,53000,1.0,Flex,Manual,Elétrica,4 portas,59625000,Mossoró,Ilha de Santa Luzia,46990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-se-2020-895731328,FORD,Branco,,8
"Carros, vans e utilitários",GM - CHEVROLET HATCH LTZ 1.0 12V TB FLEX 5P MEC,2022,0,1.0,Flex,Manual,Elétrica,4 portas,59066180,Natal,Candelária,77990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-ltz-1-0-turbo-2022-809259624,GM - CHEVROLET,Preto,Hatch,
"Carros, vans e utilitários",HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,2015,95803,1.5,Flex,Automático,Hidráulica,4 portas,59650000,Açu,,51000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-city-lx-cvt-895730249,HONDA,Preto,Sedã,1
"Carros, vans e utilitários",FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,2012,105000,1.0,Flex,Manual,Hidráulica,4 portas,59060175,Natal,Bom Pastor,25000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-uno-vivace-11-12-895727431,FIAT,Branco,Hatch,9
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,2011,109000,1.0,Flex,Manual,Hidráulica,2 portas,59156248,Parnamirim,Cajupiranga,17500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/celta-2p-895726752,GM - CHEVROLET,Branco,Hatch,6
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,2018,62000,1.4,Flex,Manual,Hidráulica,,59625000,Mossoró,Ilha de Santa Luzia,54500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/strada-1-4-working-2018-895727019,FIAT,Branco,Pick-up,9
"Carros, vans e utilitários",TOYOTA COROLLA FIELDER SW 1.8/1.8 XEI FLEX AUT.,2010,180,1.8,Flex,Automático,Hidráulica,4 portas,59143290,Parnamirim,Vale do Sol,45000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/corolla-2010-xei-895727303,TOYOTA,Preto,Sedã,7
"Carros, vans e utilitários",FIAT STRADA VOLCANO 1.3 FLEX 8V CD,2021,10000,,Flex,Manual,,,59140130,Parnamirim,Centro,102000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/strada-2021-vulcano-895726353,FIAT,,Pick-up,6
"Carros, vans e utilitários", ,2020,18800,1.8,,Automático,Elétrica,4 portas,59625000,Mossoró,Ilha de Santa Luzia,96990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renegade-1-8-longitude-2020-895716234,,Branco,SUV,6
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,2013,90451,1.4,Flex,Manual,Hidráulica,4 portas,59076660,Natal,Lagoa Nova,28900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/agile-1-4-ltz-2013-892615927,GM - CHEVROLET,Vermelho,Hatch,3
"Carros, vans e utilitários",HYUNDAI HB20,2017,60000,,,,,,59140295,Parnamirim,Centro,42000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-confort-plus-1-0-tb-flex-895710011,HYUNDAI,Branco,,
"Carros, vans e utilitários",PEUGEOT 207 SW XS 1.6 FLEX 16V 5P AUT.,2012,95000,1.6,Flex,Automático,Hidráulica,4 portas,59150000,Parnamirim,Emaús,21000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-2012-automatico-carro-de-particular-895705238,PEUGEOT,Preto,Hatch,8
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V MEC.,2011,133784,1.8,Flex,Manual,Hidráulica,4 portas,59086005,Natal,Neópolis,47990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-2011-manual-com-aro-20-895695323,TOYOTA,Prata,Sedã,
"Carros, vans e utilitários",GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,2010,250000,1.4,Flex,Manual,Hidráulica,4 portas,59149162,Parnamirim,Emaús,18500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/corsa-premium-895702095,GM - CHEVROLET,Branco,Sedã,6
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,2013,141000,1.4,Flex,Manual,Hidráulica,2 portas,59151250,Parnamirim,Nova Parnamirim,30900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-montana-ls-1-4-econoflex-8v-2p-895701655,GM - CHEVROLET,Vermelho,Passeio,7
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 4P AUT.,2020,39000,1.6,Flex,Automático,Elétrica,4 portas,59625000,Mossoró,Ilha de Santa Luzia,78900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/virtus-1-6-msi-automatico-2020-895692663,VW - VOLKSWAGEN,Cinza,Sedã,0
"Carros, vans e utilitários",FIAT PUNTO ESSENCE DUALOGIC 1.6 FLEX 16V 5P,2014,64500,1.6,Flex,Semi-Automático,Hidráulica,4 portas,59275000,São José do Campestre,,30500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-2013-14-semi-automatico-888294896,FIAT,Vermelho,Hatch,7
"Carros, vans e utilitários",HONDA WR-V EX 1.5 FLEXONE 16V 5P AUT.,2018,31000,1.5,Flex,Automático,Elétrica,4 portas,59066180,Natal,Candelária,81900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-wr-v-2018-ex-automatico-883242186,HONDA,Outra,Hatch,5
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,2018,38000,1.0,Flex,Manual,Hidráulica,4 portas,59625000,Mossoró,Ilha de Santa Luzia,45990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-2018-895684010,HYUNDAI,Branco,Hatch,2
"Carros, vans e utilitários",FIAT SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P,2015,93000,1.4,Flex,Manual,Hidráulica,4 portas,59066180,Natal,Candelária,37900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/siena-el-1-4-2015-895684578,FIAT,Branco,Sedã,8
"Carros, vans e utilitários",GM - CHEVROLET SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.,2018,41000,1.8,Flex,Automático,Elétrica,4 portas,59056450,Natal,Lagoa Nova,68490.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-spin-active-2018-5-lugares-diogo-carvalho-888804854,GM - CHEVROLET,Azul,Van/Utilitário,5
"Carros, vans e utilitários", ,2013,80000,1.8,Flex,Semi-Automático,Hidráulica,,59152820,Parnamirim,Nova Parnamirim,11900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/repasso-lindo-bravo-2013-870941174,,,,
"Carros, vans e utilitários",GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P MEC.,2021,0,1.8,Flex,Manual,Elétrica,4 portas,59066180,Natal,Candelária,89990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/spin-lt-1-8-2021-844315161,GM - CHEVROLET,Azul,Van/Utilitário,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,2021,17000,2.0 - 2.9,Flex,Automático,Hidráulica,4 portas,59037000,Natal,Alecrim,130900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toyota-corola-2021-868834648,TOYOTA,Outra,Sedã,
"Carros, vans e utilitários",RENAULT LOGAN LIFE FLEX 1.0 12V 4P MEC.,2020,46000,1.0,Flex,Manual,Hidráulica,4 portas,59600230,Mossoró,Centro,50900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/logan-life-1-0-2020-895679448,RENAULT,Prata,Hatch,9
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,2009,190000,3.0 - 3.9,Diesel,Automático,Hidráulica,4 portas,59054550,Natal,Lagoa Nova,93000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hilux-sw4-2009-895690265,TOYOTA,Preto,Pick-up,5
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES. AUT.,2019,34700,2.0 - 2.9,Diesel,Automático,Hidráulica,2 portas,59031000,Natal,Alecrim,279900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-srx-4x4-2-8-tdi-16v-dies-aut-856466931,TOYOTA,Outra,Passeio,0
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V MEC.,2011,139,1.6,Gasolina,Manual,Elétrica,4 portas,59078330,Natal,Capim Macio,28500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-2011-ex3-1-6-895690152,KIA MOTORS,Vermelho,Sedã,6
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX COMFORTLINE 1.6 FLEX 8V 5P,2015,41200,1.6,Flex,Manual,Elétrica,4 portas,59380000,Currais Novos,,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vendido-conrado-camionetes-multimarcas-755505412,VW - VOLKSWAGEN,Branco,Hatch,3
"Carros, vans e utilitários",RENAULT KWID,2021,0,,,,,,59010020,Natal,Praia do Meio,0.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/sandero-ou-kwid-sem-entrada-com-baixo-scores-okm-862922802,RENAULT,,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,2003,125000,1.0,Gasolina,Manual,Mecânica,4 portas,59132010,Natal,Pajuçara,14000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-celta-2003-4-portas-895670145,GM - CHEVROLET,Azul,Hatch,9
"Carros, vans e utilitários",FIAT PALIO ELX 1.4 MPI FIRE FLEX 8V 4P,2009,0,1.4,Gasolina,Manual,Hidráulica,4 portas,59074185,Natal,Felipe Camarão,25000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/palio-elx-1-4-2009-895663812,FIAT,Branco,Hatch,0
"Carros, vans e utilitários",HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,2019,15000,1.6,Flex,Manual,Hidráulica,4 portas,59300000,Caicó,,64900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hb20s-comfort-1-6-2019-mt-extra-888060933,HYUNDAI,Branco,Sedã,
"Carros, vans e utilitários",TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,2010,0,3.0 - 3.9,Diesel,Manual,Hidráulica,4 portas,59074185,Natal,Felipe Camarão,88000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-2009-895661593,TOYOTA,Preto,Pick-up,5
"Carros, vans e utilitários",GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,2011,150000,1.4,Flex,Manual,Hidráulica,4 portas,59037250,Natal,Alecrim,20900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/corsa-sedan-1-4-premium-884315236,GM - CHEVROLET,Branco,Sedã,3
"Carros, vans e utilitários",SUZUKI GRAND VITARA 1.6 16V MEC.,2001,216,1.6,Gasolina,Manual,Hidráulica,2 portas,59148590,Parnamirim,Emaús,34900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/grand-vitara-2001-1-6-2-portas-4x4-895657915,SUZUKI,Outra,Passeio,9
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,2015,31501,1.0,Flex,Manual,Hidráulica,4 portas,59300000,Caicó,,37000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-2015-895657880,VW - VOLKSWAGEN,Branco,Hatch,8
"Carros, vans e utilitários",GM - CHEVROLET TRACKER LTZ 1.4 TURBO 16V FLEX 4X2 AUT.,2017,26600,1.4,Flex,Automático,Hidráulica,4 portas,59086640,Natal,Neópolis,82900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-tracker-ltz-1-4-tb-flex-895660990,GM - CHEVROLET,Preto,Passeio,4
"Carros, vans e utilitários",NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,2018,17000,1.6,Flex,Automático,Hidráulica,4 portas,59063310,Natal,Lagoa Nova,81900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-sv-2018-17000km-895686482,NISSAN,Branco,SUV,0
"Carros, vans e utilitários",FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,2020,14550,1.0,Flex,Manual,Hidráulica,4 portas,59066400,Natal,Pitimbu,46900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-like-1-0-fire-flex-5p-867053297,FIAT,Vermelho,Passeio,9
"Carros, vans e utilitários",HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,2016,80000,1.6,Flex,Manual,Hidráulica,4 portas,59031200,Natal,Alecrim,49900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20s-comfort-style-1-0-tb-flex-12v-mec-895651998,HYUNDAI,Prata,Passeio,7
"Carros, vans e utilitários",GM - CHEVROLET HATCH LT 1.0 12V FLEX 5P MEC,2020,10100,,Flex,Manual,,4 portas,59086005,Natal,Neópolis,69490.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2020-2020-1-0-flex-plus-lt-manual-882977758,GM - CHEVROLET,,Passeio,5
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,2019,38000,,Flex,Manual,,4 portas,59066180,Natal,Candelária,68900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-2019-1-4-mpfi-activ-8v-flex-4p-manual-890895501,GM - CHEVROLET,,Passeio,4
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,2015,115,2.0 - 2.9,,Automático,Elétrica,4 portas,59616230,Mossoró,Abolição,65600.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxr-2015-895652965,HONDA,Cinza,Sedã,8
"Carros, vans e utilitários",RENAULT DUSTER OROCH EXP. 1.6 HI-FLEX 16V  MEC.,2020,18557,1.6,Flex,Manual,Elétrica,4 portas,59066180,Natal,Candelária,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/oroch-1-6-expression-sce-flex-mec-19-20-c-18-557-km-rodados-878149056,RENAULT,Branco,Pick-up,
"Carros, vans e utilitários",TOYOTA YARIS XL 1.3 FLEX 16V 5P AUT.,2019,27000,1.3,Flex,Automático,Hidráulica,4 portas,59031200,Natal,Alecrim,71990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toyota-yaris-xl-1-3-flex-16v-5p-aut-895650156,TOYOTA,Branco,Passeio,9
"Carros, vans e utilitários",HYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4P,2014,121392,1.0,Flex,Manual,Elétrica,4 portas,59152600,Parnamirim,Nova Parnamirim,40900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-s-comfort-2014-889830501,HYUNDAI,Cinza,Sedã,3
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX COMFORTLINE 1.0 FLEX 12V 5P,2017,73000,1.0,Flex,Manual,Hidráulica,4 portas,59030200,Natal,Alecrim,46990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fox-confortline-2017-895649168,VW - VOLKSWAGEN,Prata,Hatch,0
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND) 1.0 MI TOTAL FLEX 8V 2P,2008,187900,1.0,Flex,Manual,,2 portas,59185000,Várzea,,10500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-2008-895643556,VW - VOLKSWAGEN,Branco,Sedã,2
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,2017,69473,2.0 - 2.9,Flex,Automático,Elétrica,4 portas,59162000,São José de Mipibu,,90000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/corolla-altis-2-0-2017-795737720,TOYOTA,Branco,Sedã,7
"Carros, vans e utilitários",FIAT UNO MILLE 1.0 ELECTRONIC 4P,2000,100000,1.0,Gasolina,Manual,Mecânica,2 portas,59168000,Senador Georgino Avelino,,7000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2000-895644222,FIAT,,Passeio,9
"Carros, vans e utilitários",RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,2019,52000,1.0,Flex,Manual,Hidráulica,4 portas,59150426,Parnamirim,Nova Parnamirim,44999.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-790253723,RENAULT,Vermelho,Hatch,8
"Carros, vans e utilitários", ,2013,93000,1.8,Flex,Manual,,,59152820,Parnamirim,Nova Parnamirim,10900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/repasso-lindo-bravo-2013-824274811,,,Hatch,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,2020,49873,1.0,Flex,Manual,Hidráulica,4 portas,59611060,Mossoró,Santo Antônio,46990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-mi-flex-8v-4p-850445055,VW - VOLKSWAGEN,Prata,Passeio,3
