Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Final de placa,CEP,Município,price,url,Portas,Bairro
"Carros, vans e utilitários",RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,Sedã,2015,51230,1.0,Flex,Manual,Hidráulica,Preto,7,65137000,Paço do Lumiar,38000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-898575695,4 portas,Maioba
"Carros, vans e utilitários",CITROEN C3 TENDANCE 1.5 FLEX 8V 5P MEC.,CITROEN,Passeio,2016,42263,1.5,Flex,Automático,,Cinza,0,65076820,São Luís,0.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-tendance-1-5-8v-flex-895319242,4 portas,Jaracaty
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2015,140000,1.0,Gasolina,Manual,Mecânica,Branco,2,65054866,São Luís,19000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/classic-898576426,4 portas,Chácara Itapiracó
"Carros, vans e utilitários",FORD FUSION TITANIUM 2.0 GTDI ECO. FWD AUT.,FORD,Sedã,2014,48207,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,1,65620000,Coelho Neto,72000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/ford-fusion-titanium-fwd-2-0-898573818,4 portas,
"Carros, vans e utilitários",RENAULT MEGANE SEDAN DYNAMIQUE HI-FLEX 1.6 16V,RENAULT,Passeio,2011,114588,1.6,Flex,Manual,Hidráulica,Prata,6,65002900,São Luís,26000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/renault-megane-dynamique-1-6-16v-hiflex-891261763,4 portas,Centro
"Carros, vans e utilitários",GM - CHEVROLET VECTRA ELEGANCE 2.0 MPFI,GM - CHEVROLET,Sedã,2005,154664,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,9,65036240,São Luís,10000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vectra-2005-elegance-898571798,4 portas,Alemanha
"Carros, vans e utilitários",HONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4P,HONDA,,2018,55000,,Flex,Automático,,,,65056480,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/civic-ex-2018-oportunidade-valor-101-500-00-898569316,4 portas,Tirirical
,,,,,,,,,,,,,,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/montana-1-4-motor-top-898563106,,
"Carros, vans e utilitários",GM - CHEVROLET CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,Hatch,2014,114000,1.8,Flex,Automático,Elétrica,Preto,5,65073133,São Luís,60000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/cruze-sport6-ltz-896357469,4 portas,Alterosa
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 2.7 FLEX 16V AUT.,TOYOTA,Pick-up,2021,0,,Flex,Automático,Hidráulica,Branco,,65071750,São Luís,216990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srv-2-7-4x4-flex-891237376,4 portas,Cohafuma
"Carros, vans e utilitários",FIAT UNO MILLE CELEB/CELEB.ECON 1.0 F.FLEX 4P,FIAT,Hatch,2008,112324,1.0,Flex,,Mecânica,Cinza,6,65200000,Pinheiro,10500.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-898568164,4 portas,
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2022,0,,Flex,Manual,,Prata,,65031410,São Luís,53490.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-zen-1-0-851107154,4 portas,Fátima
"Carros, vans e utilitários",NISSAN SENTRA SL 2.0/ 2.0 FLEX FUEL 16V AUT.,NISSAN,,2016,90000,,,Automático,,Preto,5,65063160,São Luís,29900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-sl-15-16-top-de-linha-somos-loja-fisica-896331917,4 portas,Angelim
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 FIREFLY,FIAT,,2020,62000,1.0,Flex,Manual,Elétrica,Preto,9,65071380,São Luís,57990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-drive-1-0-4p-895707952,,Calhau
"Carros, vans e utilitários",FIAT CRONOS DRIVE 1.3 8V FLEX,FIAT,Passeio,2019,44864,,Flex,Manual,,,5,65040515,São Luís,59990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/cronos-2018-2019-1-3-firefly-flex-drive-manual-881103386,4 portas,Sacavém
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2017,94000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,5,65000000,São Luís,81000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-898559786,4 portas,
"Carros, vans e utilitários",TOYOTA ETIOS X SEDAN 1.5 FLEX 16V 4P MEC.,TOYOTA,Sedã,2018,92738,1.5,Flex,Manual,Hidráulica,Prata,,65071010,São Luís,52000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-x-1-5-2017-2018-886691873,4 portas,Vinhais
"Carros, vans e utilitários",VW - VOLKSWAGEN TIGUAN ALLSPAC COMF 250 TSI 1.4 FLEX,VW - VOLKSWAGEN,SUV,2019,55992,1.4,Flex,Automático,Elétrica,Cinza,4,65071971,São Luís,143990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/tiguan-allspace-comfortline-250-tsi-1-4-4p-2019-849975754,4 portas,Calhau
"Carros, vans e utilitários",FORD SEDAN SE 1.6 POWERSHIFT,FORD,Hatch,2015,61000,1.6,Flex,Automático,Elétrica,Branco,6,65075775,São Luís,36000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/venda-new-fiesta-1-6-automatico-898556295,4 portas,Jardim Renascença
"Carros, vans e utilitários",BMW 116IA 1.6 TB 16V 136CV 5P,BMW,Hatch,2015,65000,1.6,Gasolina,Automático,Hidráulica,Azul,,65000000,São Luís,76500.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-uma-bmw-em-perfeito-estado-898555686,4 portas,
"Carros, vans e utilitários",TOYOTA XS CONNECT 1.5 FLEX 16V 5P AUT,TOYOTA,Hatch,2022,0,1.5,Flex,Automático,Hidráulica,Cinza,,65700000,Bacabal,95090.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/toyota-yaris-xs-connect-21-22-891212714,4 portas,
"Carros, vans e utilitários",RENAULT CAPTUR INTENSE 1.6 16V FLEX 5P AUT.,RENAULT,SUV,2018,47000,1.6,Flex,Automático,Hidráulica,Preto,,65077357,São Luís,77900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/capitur-1-6-intense-2018-super-nova-898126270,4 portas,Ponta D'Areia
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Hatch,2018,45000,1.4,Flex,Automático,Elétrica,Vermelho,5,65050430,São Luís,65990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-esperando-voce-898120010,4 portas,COHAB Anil IV
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2014,77801,1.0,Flex,Manual,Hidráulica,Branco,,65058330,São Luís,38999.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hb20-confortplus-1-0-898552919,,Jardim América
,,,,,,,,,,,,,,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/nissan-frontier-sel-2008-894833481,,
"Carros, vans e utilitários",FIAT MOBI WAY ON 1.0 FIRE FLEX 5P.,FIAT,Hatch,2018,14000,1.0,Flex,Manual,Hidráulica,Branco,1,65800000,Balsas,45000.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/mobi-ano-2018--14-mil-km-898524997,4 portas,
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2016,65689,1.0,Flex,Manual,Hidráulica,Prata,8,65071383,São Luís,43900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-plus-1-0-15-16-898551042,4 portas,Calhau
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE C/CL/FOX 1.6,VW - VOLKSWAGEN,Hatch,1995,87000,1.6,Gasolina,Manual,,Vermelho,5,65110000,São José de Ribamar,15000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-6-898551615,2 portas,
"Carros, vans e utilitários", ,,,2021,45000,,,,,,,65110000,São José de Ribamar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/por-17-000-898544740,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Hatch,2013,85000,1.0,Flex,Manual,Hidráulica,Preto,6,65130000,Paço do Lumiar,30000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-g6-gol-12-13-898543652,4 portas,
,,,,,,,,,,,,,,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-898536821,,
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 2.8 TDI DIESEL AUT.,TOYOTA,Pick-up,2016,55000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,0,65000000,São Luís,175000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-2016-zerada-898543469,4 portas,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2021,11000,2.0 - 2.9,Flex,Automático,Elétrica,Prata,5,65065180,São Luís,135000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2-0-xei-20-21-895342241,4 portas,Olho D'Água
"Carros, vans e utilitários",BMW 320IA 2.0 TURBO/ACTIVEFLEX 16V 184CV  4P,BMW,Sedã,2014,94000,2.0 - 2.9,Gasolina,Automático,Elétrica,Prata,0,65900050,Imperatriz,89000.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/bmw-320i-2-0-turbo-2014-unico-dono-novissima-894683120,4 portas,Beira Rio
"Carros, vans e utilitários",NISSAN FRONTIER LE CD 4X4 2.3 BI-TB DIESEL AUT.,NISSAN,Pick-up,2021,60,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,0,65071383,São Luís,265900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/nissan-frontier-le-4x4-diesel-bi-turbo-2021-2021-898537163,4 portas,Calhau
"Carros, vans e utilitários",FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2013,73450,1.4,Flex,Manual,Hidráulica,Cinza,3,65071383,São Luís,32990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-1-4-2012-2013-898539534,4 portas,Calhau
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2012,82000,1.4,Flex,Manual,Hidráulica,Cinza,8,65040515,São Luís,29900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/gm-prisma-lt-1-4-completo-11-12-super-novo-troco-e-financio-866565286,4 portas,Sacavém
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. JOY/ LS 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,Passeio,2019,46169,,Flex,Manual,,,7,65071380,São Luís,52340.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/prisma-2019-2019-1-0-mpfi-joy-8v-flex-4p-manual-898534492,4 portas,Calhau
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2019,60000,1.0,Flex,Manual,Hidráulica,Branco,2,65071383,São Luís,47990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-1-0-18-19-898532187,4 portas,Calhau
"Carros, vans e utilitários",FIAT STRADA FREEDOM 1.4 FLEX 8V CD,FIAT,Van/Utilitário,2020,37000,1.4,Flex,Manual,Hidráulica,Branco,,65044295,São Luís,81900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/strada-freedom-1-4-cd-898531169,,Coroadinho
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Passeio,2001,0,1.0,Gasolina,Manual,Mecânica,Verde,8,65055310,São Luís,7000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-celta-basico-descontando-debito-898527716,2 portas,Jardim São Cristóvão
"Carros, vans e utilitários",GM - CHEVROLET ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT,GM - CHEVROLET,,2020,4800,1.0,Flex,Automático,Elétrica,Branco,4,65066869,São Luís,89000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/onix-plus-premier-2-20-20-5-mil-km-868665999,4 portas,Chácara Brasil
"Carros, vans e utilitários",PEUGEOT 207 ACTIVE 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2014,52370,1.4,Flex,Manual,Hidráulica,Prata,0,65076820,São Luís,25900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-898526243,4 portas,Jaracaty
"Carros, vans e utilitários",RENAULT DUSTER OROCH DYNA. 1.6 HI-FLEX 16V MEC,RENAULT,Pick-up,2016,68000,1.6,Flex,Manual,Hidráulica,Vermelho,6,65050430,São Luís,75990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/oroch-dynamique-aguardando-voce-886003268,4 portas,COHAB Anil IV
"Carros, vans e utilitários",RENAULT DUSTER TECHROAD 2.0 HI-FLEX 16V AUT.,RENAULT,SUV,2014,67000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,1,65050430,São Luís,52000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/duster-automatica-completa-e-impecavel-881313524,4 portas,COHAB Anil IV
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! MOVE 1.0 TSI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2017,36000,,Flex,Manual,Hidráulica,Cinza,,65077357,São Luís,48900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/up-tsi-2017-unica-dona-novo-883085874,4 portas,Ponta D'Areia
"Carros, vans e utilitários",FIAT MOBI WAY ON 1.0 FIRE FLEX 5P.,FIAT,Hatch,2018,61000,1.0,Flex,Manual,Hidráulica,Branco,4,65065180,São Luís,40000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-way-2018-898529131,4 portas,Olho D'Água
"Carros, vans e utilitários",TOYOTA COROLLA,TOYOTA,,2018,53000,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,7,65075440,São Luís,89000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/corolla-xrs-2018-898524699,4 portas,São Francisco
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2014,0,,Flex,Manual,,Preto,,65071750,São Luís,45000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-ce-1-6-898524140,2 portas,Cohafuma
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS PREM. HYBRID 1.8 FLEX AUT,TOYOTA,Sedã,2021,16000,1.8,Flex,Automático,Elétrica,Branco,5,65790000,São Domingos do Maranhão,155000.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/corolla-altis-hibrido-premium-898449174,4 portas,
"Carros, vans e utilitários",FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,Sedã,2012,79000,1.6,Flex,Manual,Hidráulica,Preto,6,65763000,Tuntum,18500.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/fiesta-1-6-sedam-898524086,4 portas,
"Carros, vans e utilitários",LAND ROVER DISCOVERY SPORT HSE 2.0 4X4 AUT.,LAND ROVER,SUV,2019,57600,2.0 - 2.9,Diesel,Automático,Elétrica,Vermelho,8,65074111,São Luís,229900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/land-rover-discovery-sport-d180-897233201,4 portas,Olho D'Água
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MI PLUS TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Antigo,2001,1,1.0,Gasolina,Manual,Hidráulica,Cinza,6,65130000,Paço do Lumiar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/carro-gol-898520962,4 portas,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2019,66338,1.0,Flex,Manual,Elétrica,Preto,9,65071390,São Luís,48500.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-impecavel-896894655,4 portas,Calhau
"Carros, vans e utilitários",HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,HYUNDAI,Sedã,2015,75650,1.6,Flex,Manual,Hidráulica,Cinza,6,65071383,São Luís,45990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hb20s-comfort-plus-1-6-14-15-898516626,4 portas,Calhau
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,40000,2.0 - 2.9,Flex,Automático,Hidráulica,Cinza,3,65913420,Imperatriz,105000.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-18-19-898523903,4 portas,Entroncamento
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,FIAT,,2017,80000,1.4,Gasolina,Manual,,,,65075220,São Luís,35000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-898515737,,Jardim Renascença
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2017,54000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,0,65044295,São Luís,93000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2-0-2017-2017-898515171,4 portas,Coroadinho
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2019,46000,1.4,Flex,Manual,Hidráulica,Branco,,65044295,São Luís,59900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/prisma-lt-1-4-manual-898515021,4 portas,Coroadinho
"Carros, vans e utilitários",FIAT UNO,FIAT,,2012,116000,,,Manual,,Vermelho,,65000000,São Luís,25000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-898514595,,
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,Pick-up,2018,55000,1.6,Gasolina,Manual,Hidráulica,Prata,9,65900050,Imperatriz,53900.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/saveiro-18-18-imperdivel-898512933,2 portas,Beira Rio
"Carros, vans e utilitários",FIAT MOBI,FIAT,,2019,300,,,,,Branco,,65000000,São Luís,35900.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-1-0-8v-evo-like-898507130,,
"Carros, vans e utilitários",TOYOTA COROLLA,TOYOTA,,2010,100000,,,Manual,,Preto,,65000000,São Luís,48000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/facilito-parcelamento-898513203,,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2014,32920,1.0,Flex,Manual,Hidráulica,Vermelho,5,65071383,São Luís,35990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fox-trend-1-0-13-14-898513763,4 portas,Calhau
"Carros, vans e utilitários",FIAT LINEA ESSENCE DUALOGIC 1.8 FLEX 16V 4P,FIAT,Sedã,2013,95000,1.8,Flex,Semi-Automático,Hidráulica,Cinza,,65110000,São José de Ribamar,28500.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/linea-essence-dualogic-1-8-2012-2013-895733108,,
"Carros, vans e utilitários",GM - CHEVROLET TRAILBLAZER LTZ 2.8 CTDI DIESEL AUT.,GM - CHEVROLET,Pick-up,2017,100000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,2,65071383,São Luís,176990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/trailblazer-ltz-2-8-ctdi-diesel-898509036,4 portas,Calhau
"Carros, vans e utilitários",HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,Hatch,2015,64000,1.5,Flex,Automático,Elétrica,Prata,4,65044295,São Luís,54000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-1-5-898506847,4 portas,Coroadinho
"Carros, vans e utilitários",TOYOTA ETIOS 1.3 FLEX 16V 5P MEC.,TOYOTA,Hatch,2019,46000,1.3,Flex,Manual,Hidráulica,Branco,5,65040515,São Luís,53000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/etios-x-standard-1-3-hatch-2019-869030661,4 portas,Sacavém
"Carros, vans e utilitários",HONDA CIVIC SEDAN LX 1.7 16V 115CV MEC. 4P,HONDA,Sedã,2001,2,1.7,Gasolina,Manual,Hidráulica,Cinza,1,65600190,Caxias,12000.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-898506514,4 portas,Refinaria
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2014,99000,1.6,Flex,Manual,Hidráulica,Preto,5,65072007,São Luís,41000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/saveiro-top-895266633,2 portas,Quintas do Calhau
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,,2015,24000,,,,,,,65000000,São Luís,25000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-celta-1-0-898504715,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2016,80000,1.0,Flex,Manual,Hidráulica,Prata,4,65000000,São Luís,33000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/gol-trendline-1-0-898505891,4 portas,
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC ADVANTAGE 1.0 VHC FLEXPOWER 4P,GM - CHEVROLET,,2000,190000,,,Manual,,Prata,,65630140,Timon,13800.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-classic-ano-2000-898505732,,Centro
"Carros, vans e utilitários",FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,FIAT,Hatch,2014,77000,1.4,Flex,Manual,Hidráulica,Prata,,65903340,Imperatriz,36000.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-1-4-2014-2014-898505687,4 portas,Centro
"Carros, vans e utilitários",HYUNDAI HB20 COMFORT PLUS 1.0 TB FLEX 12V MEC.,HYUNDAI,Hatch,2019,17700,,Flex,Manual,Hidráulica,Prata,1,65901590,Imperatriz,50500.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-plus-1-0-turbo-mec-2018-2019-861152498,4 portas,Centro
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,FIAT,Pick-up,2015,67000,1.4,Flex,Automático,,Vermelho,,65903280,Imperatriz,60000.0,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-4-hardworking-flex-898504060,2 portas,Centro
"Carros, vans e utilitários",JEEP COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,JEEP,SUV,2020,31000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,8,65000000,São Luís,114000.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-sport-flex-898504457,4 portas,
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2016,83000,1.0,Flex,Manual,Hidráulica,Branco,,65044295,São Luís,45990.0,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-confort-style-2015-2016-898503998,,Coroadinho
