Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,CEP,Município,Bairro,url,Final de placa
"Carros, vans e utilitários",RENAULT CLIO CAMPUS HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2010,206000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,68901720,Macapá,Nova Esperança,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-clio-898615196,2
"Carros, vans e utilitários",NISSAN SENTRA 2.0/ 2.0 FLEX FUEL 16V AUT.,NISSAN,Sedã,2008,188000,2.0 - 2.9,Gasolina,Automático,,Prata,4 portas,68903026,Macapá,Zerão,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-2008-898554574,6
"Carros, vans e utilitários", ,,Conversível,2010,11700,,Gasolina,Manual,Hidráulica,Outra,4 portas,68906003,Macapá,Goiabal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/carro-898611096,3
"Carros, vans e utilitários",HYUNDAI ELANTRA GLS 1.8 16V AUT.,HYUNDAI,Sedã,2011,112000,1.8,Gasolina,Automático,Elétrica,Preto,4 portas,68904284,Macapá,Novo Buritizal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-elantra-2011-2012-898587523,
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2010,109,1.4,Flex,Manual,Elétrica,Cinza,4 portas,68904070,Macapá,Novo Buritizal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/agile-chevrolet-898555670,7
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Pick-up,2017,101344,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-2017-4x4-diesel-liberada-branca-861291636,4
"Carros, vans e utilitários",GM - CHEVROLET COBALT,GM - CHEVROLET,Sedã,2012,57000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,68903380,Macapá,Jardim Marco Zero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/cobalt-lt-1-4-2012-898201935,2
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Pick-up,2018,51000,1.4,Flex,Manual,Hidráulica,Branco,2 portas,68900075,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-working-hard-1-4-2018-cabine-simples-895468038,0
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2011,0,1.0,Flex,Manual,Hidráulica,Preto,4 portas,68902860,Macapá,Buritizal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vw-voyage-2011-1-0-897040977,3
"Carros, vans e utilitários",FIAT PALIO SPORTING DUALOGIC 1.6 FLEX 16V 5P,FIAT,Hatch,2014,119000,1.6,Flex,Automático,Hidráulica,Preto,4 portas,68908018,Macapá,Infraero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-1-6-2014-898580251,1
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Hatch,2015,90000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,68901259,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/gol-2015-898541369,0
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ EASYTRONIC 1.4 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,60000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,68909517,Macapá,Boné Azul,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/agile-1-4-ltz-2011-898526963,8
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ EASYTRONIC 1.4 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2010,199553,1.4,Flex,Manual,Hidráulica,Prata,4 portas,68928187,Santana,Fonte Nova,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/agile-898532719,8
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2016,41602,,Flex,Automático,,Vermelho,,68900067,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-gli-1-8-cvt-5p-898505372,8
"Carros, vans e utilitários",FIAT UNO WAY 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2012,87000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-0-2012-completo-898488907,2
"Carros, vans e utilitários",FIAT SIENA,FIAT,Passeio,2012,161578,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,68912530,Macapá,Santa Luzia do Pacuí,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/siena-898505610,
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,Hatch,2011,99000,1.0,Flex,Manual,Mecânica,Branco,2 portas,68908803,Macapá,Infraero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/celta-2011-898492448,4
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2019,36575,1.0,Flex,Manual,Hidráulica,Branco,4 portas,68901060,Macapá,Trem,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-manual-2019-898497047,0
"Carros, vans e utilitários",GM - CHEVROLET S10 P-UP H.COUNTRY 2.8 4X4 CD DIES.AUT.,GM - CHEVROLET,,2018,55000,,,,,,,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/s10-diesel-high-country-898473410,
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2012,85000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,68902860,Macapá,Buritizal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-celta-lt-2012-876872391,8
"Carros, vans e utilitários",FIAT IDEA ADVENT./ ADV.LOCKER 1.8 MPI FLEX 5P,FIAT,,2010,156000,1.8,Flex,Manual,Hidráulica,Prata,4 portas,68911153,Macapá,Fazendinha,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-fiat-idea-ano-2010-898470340,6
"Carros, vans e utilitários",FIAT TORO FREEDOM 2.0 16V 4X4 TB DIESEL MEC.,FIAT,Pick-up,2017,29000,2.0 - 2.9,Diesel,Manual,Elétrica,Branco,4 portas,68909060,Macapá,Jardim Felicidade,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2017-898427364,7
"Carros, vans e utilitários",TOYOTA COROLLA XRS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,24600,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,68900073,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xrs-2-019-873422591,8
"Carros, vans e utilitários",BMW X1 SDRIVE 18I 2.0 16V 4X2 AUT.,BMW,SUV,2014,52600,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,68900073,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/bmw-x1-sdrive-1-8i-859563244,8
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,62000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,68903419,Macapá,Universidade,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/excelente-oferta-889931120,
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,,2014,78000,,Gasolina,Manual,Hidráulica,Preto,4 portas,68900000,Macapá,,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/celta-1-4-898391374,
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.8 MI,VW - VOLKSWAGEN,Pick-up,1995,100000,1.8,Gasolina,Manual,Mecânica,Branco,2 portas,68902280,Macapá,Muca,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-898382715,6
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2018,45000,1.0,Flex,Manual,Elétrica,Branco,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-2018-completo-894515286,0
"Carros, vans e utilitários",HONDA CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P,HONDA,Sedã,2002,129,1.7,Gasolina,Automático,Hidráulica,Cinza,4 portas,68908076,Macapá,Infraero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-2002-automatico-9mil-898400253,9
"Carros, vans e utilitários",HYUNDAI HB20 SENSE 1.0 FLEX 12V MEC,HYUNDAI,Hatch,2021,0,1.0,Flex,Manual,Elétrica,Prata,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/novo-hb20-sense-2021-0km-prata-ipva-2021-pago-868630349,0
"Carros, vans e utilitários",FIAT MOBI LIKE ON 1.0 FIRE FLEX 5P.,FIAT,Hatch,2017,70814,1.0,Gasolina,Manual,Hidráulica,Branco,4 portas,68901255,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/mobi-like-on-1-0-898332792,9
"Carros, vans e utilitários",FORD KA 1.0 S TIVCT FLEX 5P,FORD,Hatch,2020,16708,1.0,Flex,Manual,Elétrica,Prata,4 portas,68901060,Macapá,Trem,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-manual-2020-885359271,0
"Carros, vans e utilitários", ,,Passeio,2011,178,,Flex,Manual,Hidráulica,Preto,4 portas,68908074,Macapá,Infraero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/carro-picape-s10-898368700,3
"Carros, vans e utilitários", ,,,2017,0,,,,,,,68900099,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/saveiro-2017-898323225,
"Carros, vans e utilitários",HONDA CITY SEDAN EXL 1.5 FLEX 16V 4P MEC.,HONDA,Sedã,2010,1006,1.5,Flex,Manual,Elétrica,Prata,4 portas,68928148,Santana,Fonte Nova,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/honda-city-2010-898326618,7
"Carros, vans e utilitários", ,,,2020,0,,,,,,,68900099,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-2020-898322669,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Hatch,2016,50000,1.4,Flex,Manual,,Preto,4 portas,68900151,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-4-ltz-898277140,
"Carros, vans e utilitários",HYUNDAI I30 2.0 16V 145CV 5P AUT.,HYUNDAI,Hatch,2010,100000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,68909845,Macapá,Marabaixo,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/i30-hyundai-2-0-automatico-dut-em-branco-e-2021-pago-carro-impecavel-898274636,1
,,,,,,,,,,,,,,,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/repasse-argo-1-0-2021-898216435,
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 FIREFLY,FIAT,Hatch,2020,30000,1.0,Flex,Manual,Elétrica,Branco,4 portas,68909005,Macapá,Jardim Felicidade,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-argo-2020-898274152,6
"Carros, vans e utilitários",MITSUBISHI PAJERO TR4 2.0 FLEX 16V 4X2 AUT.,MITSUBISHI,SUV,2012,32710,,Flex,Manual,,Preto,,68900067,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-pajero-tr4-fl-2wd-hp-5p-898242881,6
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2019,42000,1.0,Gasolina,Manual,Elétrica,Cinza,4 portas,68908350,Macapá,Pacoval,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-898222004,9
"Carros, vans e utilitários",PEUGEOT 207,PEUGEOT,,2010,130000,1.6,,,,,,68904600,Macapá,Novo Buritizal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/peugeot-passion-207-1-6-898208476,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX CONNECT I MOTION 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2019,48000,1.6,Flex,Manual,Elétrica,Preto,4 portas,68908350,Macapá,Pacoval,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fox-connect-2019-898221206,1
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2018,53000,1.4,Flex,Manual,Elétrica,Branco,4 portas,68900067,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-prisma-ltz-1-4-2018-2019-898207233,2
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Pick-up,2014,177110,,Flex,Manual,Hidráulica,Branco,2 portas,68927003,Santana,Remedios,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vw-saveiro-cs-1-6-2014-2014-898111713,2
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE  TRENDLINE 1.0 T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2014,142000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,68902860,Macapá,Buritizal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vw-voyage-itrend-1-0-883452939,1
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Hatch,2012,107,,,Manual,,Branco,4 portas,68905731,Macapá,Perpétuo Socorro,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/repasse-gol-g5-2011-2012-13-500-898169325,2
"Carros, vans e utilitários", ,,,2017,0,,,,,,,68900099,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-2017-898127232,
"Carros, vans e utilitários",GM - CHEVROLET MONTANA 1.4 8V CONQUEST ECONOFLEX  2P,GM - CHEVROLET,Pick-up,2013,0,1.4,Gasolina,Manual,Mecânica,Branco,2 portas,68927299,Santana,Nova Brasília,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/montana-2013-basica-898107478,0
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2013,78566,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,68900068,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-lindo-gm-celta-lt-1-0-completo-78mil-mil-km-2012-2013-888237466,0
"Carros, vans e utilitários",JEEP RENEGADE LIMITED 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2021,5000,1.8,Flex,Automático,Elétrica,Cinza,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-878564497,8
"Carros, vans e utilitários",TOYOTA ETIOS PLATINUM 1.5 FLEX 16V 5P MEC.,TOYOTA,Hatch,2014,86000,1.5,Flex,Manual,Hidráulica,Preto,4 portas,68900075,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-platinum-1-5-2014-completo-890000014,8
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,TOYOTA,,2017,83153,2.0 - 2.9,,Automático,,,,68902230,Macapá,Muca,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/smart-veiculos-toyota-corolla-altis-2-0-16-2017-83-153-km-r-94-900-00-886537287,
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 6V FLEX,FIAT,Hatch,2021,1,1.0,Flex,Manual,Elétrica,Branco,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-drive-1-0-s-design-2021-0km-com-ar-digital-879012960,0
"Carros, vans e utilitários",NISSAN MARCH,NISSAN,,2012,1000,1.6,,Manual,Elétrica,Cinza,4 portas,68929553,Santana,Distrito Industrial,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-2012-898046308,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,,2010,100,1.0,Flex,Manual,Hidráulica,Preto,4 portas,68909802,Macapá,Novo Horizonte,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-fox-2009-2010-bem-conservado-898085540,3
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,79526,1.0,Flex,Manual,Hidráulica,Preto,4 portas,68900081,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-vw-gol-g6-1-0-itrend-completo-79mil-km-2012-2013-866002938,0
"Carros, vans e utilitários",FIAT PALIO 1.0 CELEBR. ECONOMY F.FLEX 8V 2P,FIAT,Hatch,2007,2009,1.0,,Automático,Hidráulica,Branco,4 portas,68904035,Macapá,Novo Buritizal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/carro-898026392,2
"Carros, vans e utilitários",FORD KA 1.5 16V FLEX 5P,FORD,Hatch,2015,60000,1.5,Flex,Manual,,Branco,4 portas,68929543,Santana,Distrito Industrial,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-5-se-sigma-2014-2015-898021020,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SED.COMFORT. I MOTION 1.6 T.FLEX 4P,VW - VOLKSWAGEN,Sedã,2011,115500,1.6,Flex,Semi-Automático,Hidráulica,Preto,4 portas,68909322,Macapá,Brasil Novo,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/polo-seda-2011-2012-898064909,3
"Carros, vans e utilitários",FIAT PALIO,FIAT,,2006,100,,,,,,4 portas,68902590,Macapá,Muca,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-4000r-898010432,
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2012,60000,1.0,Flex,Manual,Hidráulica,Azul,4 portas,68900200,Macapá,Trem,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-palio-completo-2011-2012-898006949,4
"Carros, vans e utilitários",FIAT SIENA ELX 1.3 MPI FIRE 16V 4P,FIAT,Passeio,2002,40000,1.0,Gasolina,Manual,Hidráulica,Branco,4 portas,68909015,Macapá,Jardim Felicidade,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-siena-fire-897996904,2
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,49000,2.0 - 2.9,Gasolina,Automático,Elétrica,Branco,4 portas,68901025,Macapá,Trem,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/corolla-altis-14-15-49-000km-joia-897960918,5
"Carros, vans e utilitários",MERCEDES-BENZ CLASSE A 160 ELEGANCE MEC.,MERCEDES-BENZ,Antigo,2002,0,1.6,Gasolina,Manual,Elétrica,Preto,4 portas,68908802,Macapá,Infraero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-classe-a160-897957980,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,59000,2.0 - 2.9,Flex,Manual,Elétrica,Prata,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei-2-0-2015-889317588,0
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,92000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,68902861,Macapá,Buritizal,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/classic-1-0-vhc-11-12-897962562,2
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V CD,VW - VOLKSWAGEN,Van/Utilitário,2016,94000,1.6,Gasolina,Manual,Hidráulica,Branco,2 portas,68908350,Macapá,Pacoval,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cd-2016-897961542,2
"Carros, vans e utilitários", ,,,2011,132000,,,,,,2 portas,68908809,Macapá,Infraero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-celta-897938832,
"Carros, vans e utilitários",FORD KA 1.0I 3P,FORD,Passeio,2008,1000000,1.0,Gasolina,Manual,Mecânica,Preto,2 portas,68900000,Macapá,,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-ano-2008-aceito-proposta-897942942,9
"Carros, vans e utilitários",TOYOTA HILUX CD D4-D 4X4 2.5 16V 102CV TB DIES.,TOYOTA,Pick-up,2019,92824,2.0 - 2.9,Diesel,Manual,Elétrica,Preto,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-2019-4x4-diesel-prata-liberada-879015216,2
"Carros, vans e utilitários",GM - CHEVROLET HATCH PREM. 1.0 12V TB FLEX 5P AUT,GM - CHEVROLET,Hatch,2020,28639,1.0,Flex,Automático,Elétrica,,,68902230,Macapá,Muca,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/smart-veiculos-chevrolet-onix-premier-1-0-turbo-19-2020-28-639-km-r-83-900-00-886523274,
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,Hatch,2010,152000,1.0,Flex,Manual,Hidráulica,Prata,2 portas,68908799,Macapá,Infraero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/celta-2009-2010-duas-portas-897903630,9
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2015,91000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,68903852,Macapá,Araxá,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/prisma-ltz-2015-897898976,0
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2011,20000000,1.0,Gasolina,Manual,Hidráulica,Preto,4 portas,68915320,Ferreira Gomes,,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-voiage-2011-completo-pra-interior-897876180,5
"Carros, vans e utilitários",GM - CHEVROLET S10 P-UP H.COUNTRY 2.8 4X4 CD DIES.AUT.,GM - CHEVROLET,Pick-up,2019,30597,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,68901080,Macapá,Trem,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-carro-s10-2019-p-up-h-country-2-8-4-4-cd-dies-aut-897867642,4
"Carros, vans e utilitários",HYUNDAI HB20 VISION 1.6 FLEX 16V AUT,HYUNDAI,Hatch,2021,9000,1.6,Flex,Automático,Elétrica,Prata,4 portas,68908006,Macapá,Infraero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/repasse-hb20-automatico-novo-897857742,3
"Carros, vans e utilitários",FIAT UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P,FIAT,Hatch,2014,74000,1.4,Gasolina,Manual,Hidráulica,Vermelho,4 portas,68908350,Macapá,Pacoval,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-897827483,3
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2013,86590,1.0,Flex,Manual,Hidráulica,Branco,4 portas,68900068,Macapá,Central,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-lindo-vw-voyage-g6-trend-completo-86mil-km-2012-2013-889165220,0
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Pick-up,2019,550001,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,68901271,Macapá,Santa Rita,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-2019-4x4-diesel-branca-850842023,2
"Carros, vans e utilitários", ,,,2019,50000,,,,,,4 portas,68903183,Macapá,Jardim Marco Zero,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/alugar-carro-897803409,
"Carros, vans e utilitários", ,,,2011,50000,,,,,,,68909854,Macapá,Marabaixo,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/pecas-renault-897769315,
"Carros, vans e utilitários",FIAT STRADA FREEDOM 1.4 FLEX 8V CD,FIAT,Van/Utilitário,2020,11000,1.4,Flex,Manual,Elétrica,Branco,4 portas,68908350,Macapá,Pacoval,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-freedom-3-portas-20-20-897735866,9
"Carros, vans e utilitários",FIAT 500 CULT 1.4 FLEX 8V EVO MEC.,FIAT,Hatch,2012,64801,1.4,Flex,Manual,Hidráulica,Prata,2 portas,68901060,Macapá,Trem,https://ap.olx.com.br/amapa/autos-e-pecas/carros-vans-e-utilitarios/fiat-500-cult-1-4-manual-2012-841719372,0
