Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Tipo de veículo
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,2020,43792,1.6,Flex,Manual,Hidráulica,Prata,4 portas,3,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/voyage-mpi-mt-1-6-4p-892545754,Sedã
"Carros, vans e utilitários",VOLVO XC-60,VOLVO,2020,12000,,,,,,,,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/volvo-xc-60-875781917,
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,2010,189438,1.0,Flex,Manual,Hidráulica,Azul,4 portas,6,64009350,Teresina,Buenos Aires,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-fire-ano-2010-898573937,Passeio
"Carros, vans e utilitários",GM - CHEVROLET BLAZER SS-10 4.3 V6,GM - CHEVROLET,2015,84301,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,0,64001490,Teresina,Centro,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/trailblazer-ltz-flex-aut-5-lugares-887857137,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE  TRENDLINE 1.0 T.FLEX 8V 4P,VW - VOLKSWAGEN,2012,108000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,7,64002390,Teresina,Vila Operária,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-0-trend-2012-898573236,Sedã
"Carros, vans e utilitários",GM - CHEVROLET SILVERADO 4.2 TURBO DIESEL,GM - CHEVROLET,1997,252000,4.0 ou mais,Diesel,Manual,Hidráulica,Azul,2 portas,3,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/silverardo-dlx-1997-892029836,Pick-up
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS HYBRID 1.8 16V FLEX AUT.,TOYOTA,2021,3098,1.8,Flex,Automático,Elétrica,Cinza,4 portas,6,64049548,Teresina,Fátima,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-hibrido-894479496,Sedã
"Carros, vans e utilitários",PEUGEOT 206 SELECTION/ SENSATION 1.0 16V 3P,PEUGEOT,2005,0,1.0,Gasolina,,Hidráulica,Preto,4 portas,,64000270,Teresina,Centro,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vende-se-peugeot-898568520,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,2020,47617,1.4,Flex,Automático,Elétrica,Prata,4 portas,7,64049548,Teresina,Fátima,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/tcross-894498049,SUV
"Carros, vans e utilitários",HYUNDAI CRETA SMART 1.6 16V FLEX AUT.,HYUNDAI,2020,8236,1.6,Flex,Automático,Elétrica,Branco,4 portas,1,64049548,Teresina,Fátima,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-894391413,SUV
"Carros, vans e utilitários",FORD ECOSPORT,FORD,2020,46250,1.5,Flex,Automático,Hidráulica,Branco,4 portas,3,64018285,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-2020-1-5-ti-vct-flex-se-automatico-880158660,Passeio
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 2P,FIAT,2005,164000,1.0,Gasolina,Manual,Hidráulica,Vermelho,2 portas,3,64053290,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-fire-892948131,Hatch
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,2018,40480,2.0 - 2.9,Flex,Automático,Elétrica,Preto,4 portas,8,64049548,Teresina,Fátima,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-894398045,SUV
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION FLEX 1.0 12V 5P,RENAULT,2018,59000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,4,64063010,Teresina,Socopo,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-898563456,Hatch
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,2018,55322,1.8,Flex,Automático,Elétrica,Cinza,4 portas,0,64001490,Teresina,Centro,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-1-8-flex-16v-automatico-875988124,Sedã
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CD,FIAT,2013,72000,1.4,Flex,Manual,Hidráulica,Vermelho,,,64020635,Teresina,Parque São João,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-cabine-dupla-1-4-898557768,Pick-up
"Carros, vans e utilitários", ,,2020,16948,,,,,,4 portas,,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/logan-life-1-0-4p-19-20-891214939,
"Carros, vans e utilitários",FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,2009,87700,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,5,64235000,Cocal,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-siena-el-898554191,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2011,156000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,1,64160000,Luzilândia,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/golf-898526276,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1000 MI 4P,VW - VOLKSWAGEN,1999,10009324,1.0,Gasolina,Manual,Mecânica,Cinza,4 portas,2,64049790,Teresina,Ininga,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gol-g2-pra-vender-logo-top-de-mais-898551950,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI,VW - VOLKSWAGEN,1989,244560,1.6,Gasolina,,,Branco,,,64082270,Teresina,Renascença,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/parati-1989-1-6-ap-gasolina-898540761,
"Carros, vans e utilitários",RENAULT MASTER 2.5 DCI 16V 115CV 16L DIESEL,RENAULT,2010,500000,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,,5,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vende-ou-troca-898545500,Van/Utilitário
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2012,90254,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,0,64018560,Teresina,Nossa Senhora das Graças,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vw-golf-sportline-1-6-898542098,Hatch
"Carros, vans e utilitários",FORD FOCUS FASTBACK SE/SE PLUS 2.0 FLEX AUT.,FORD,2017,86000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,5,64758000,Queimada Nova,,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/focus-2017-896786725,Sedã
,,,,,,,,,,,,,,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vende-se-gol-1-6-898532800,
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2012,75000,1.8,Flex,Automático,,Prata,4 portas,,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-2012-898536058,Sedã
"Carros, vans e utilitários",JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2019,52759,1.8,Flex,Automático,Elétrica,Branco,4 portas,6,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/renegade-longitude-flex-4x2-at-1-8-4p-2019-ar-dh-aut-844413732,SUV
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. ADVANT. 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,2015,78000,,Flex,Manual,,,4 portas,6,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/prisma-2014-2015-1-0-mpfi-advantage-8v-flex-4p-manual-898533547,Passeio
"Carros, vans e utilitários",MERCEDES-BENZ GLE-400 3.0 TB 4MATIC DIESEL AUT,MERCEDES-BENZ,2021,10,3.0 - 3.9,Diesel,Automático,Elétrica,Cinza,4 portas,,64052535,Teresina,Horto,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gle-400d-4matic-863245261,SUV
"Carros, vans e utilitários",MITSUBISHI L200 GL 2.5 4X4 CD DIESEL,MITSUBISHI,2011,209000,2.0 - 2.9,Diesel,Manual,Hidráulica,Preto,4 portas,3,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/l200-outdoor-2011-2012-898532594,Pick-up
"Carros, vans e utilitários",FIAT SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P,FIAT,2010,68100,1.4,Flex,Manual,Hidráulica,Prata,4 portas,5,64010990,Teresina,Mocambinho,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/siena-elx1-4-898530991,Passeio
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,2017,117668,4.0 ou mais,Diesel,Automático,Hidráulica,Preto,4 portas,8,64000790,Teresina,Cabral,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/hilux-16-17-898531664,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,2018,93500,1.0,Flex,Automático,Elétrica,Prata,4 portas,2,64080010,Teresina,Novo Horizonte,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/polo-200-tsi-highline-898529939,Hatch
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,2019,62000,,Diesel,Automático,Hidráulica,Preto,,,64570000,Isaías Coelho,,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srx-897718240,
"Carros, vans e utilitários",RENAULT LOGAN AUTHENTIQUE FLEX 1.0 12V 4P,RENAULT,2018,84139,1.0,Flex,Manual,Hidráulica,Preto,4 portas,0,64045795,Teresina,Recanto das Palmeiras,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-authentiq-1-0-2017-2018-850835381,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,2016,149123,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,4,64045795,Teresina,Recanto das Palmeiras,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-trendline-1-0-2016-17-861215501,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,2021,69020,1.0,Flex,Manual,Hidráulica,Prata,4 portas,6,64018285,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-2021-1-0-12v-mpi-totalflex-4p-manual-894086040,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK TRENDLINE CD 2.0 TDI 4X4 DIES AUT,VW - VOLKSWAGEN,2015,241100,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,5,64045795,Teresina,Recanto das Palmeiras,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vw-amarok-trendline-cd-2-0-4x4-automatica-2015-16-885595396,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK CD2.0 16V/S CD2.0 16V TDI 4X4 DIE,VW - VOLKSWAGEN,2018,126602,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,4 portas,5,64045795,Teresina,Recanto das Palmeiras,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vw-amarok-s-2-0-manual-4x4-2018-2018-cd-885600141,Pick-up
"Carros, vans e utilitários",RENAULT CLIO AUTHENTIQUE 1.0 8V 3P,RENAULT,2008,54000,,Flex,Manual,,,2 portas,8,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/clio-2007-2008-1-0-authentique-16v-hi-flex-2p-manual-898523916,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CL 1.6 MI / CL/ C 1.6,VW - VOLKSWAGEN,1998,20000,2.0 - 2.9,Gasolina,Manual,Mecânica,Branco,2 portas,7,64260000,Piripiri,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/saveiro-898516969,Pick-up
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH RS 1.0 TB 12V FLEX 5P AUT,GM - CHEVROLET,2021,4693,1.0,Flex,Automático,Hidráulica,Preto,4 portas,9,64015310,Teresina,Cristo Rei,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/novo-onix-rs-turbo-2021-897685979,Hatch
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,FIAT,2016,75431,1.4,Flex,Manual,Hidráulica,Prata,2 portas,7,64018290,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-cs-1-4-working-ano-2016-216-853444580,Pick-up
"Carros, vans e utilitários",AUDI A3 SEDAN 1.4/ ATTRA. 16V TB FSI S-TRONIC,AUDI,2015,50000,1.4,Gasolina,Automático,Elétrica,Preto,4 portas,9,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-turbo-1-4-2015-894871176,Sedã
"Carros, vans e utilitários",GM - CHEVROLET D-20 4.0 CHAMP/CONQUEST/EL CAMINHO DIES.,GM - CHEVROLET,1997,40000,4.0 ou mais,Diesel,Manual,Mecânica,Vermelho,2 portas,0,64260000,Piripiri,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/caminhonete-silverado-898539834,Pick-up
"Carros, vans e utilitários",FIAT MOBI DRIVE 1.0 FLEX 6V 5P,FIAT,2018,101200,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/mobi-drive-1-0-4p-872086192,Hatch
"Carros, vans e utilitários",GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,2012,140000,1.8,Flex,Automático,Hidráulica,Preto,4 portas,9,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-spin-898510371,Van/Utilitário
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,2015,52000,1.0,Flex,Manual,Elétrica,Prata,4 portas,7,64052160,Teresina,São Cristóvão,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-2015-muito-novo-888438783,Hatch
"Carros, vans e utilitários",HYUNDAI HB20 UNIQUE 1.0 FLEX 12V MEC.,HYUNDAI,2019,59900,,Flex,Manual,,,4 portas,1,64049010,Teresina,Jóquei,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-unique-12v-895266868,Passeio
"Carros, vans e utilitários",MINI COOPER S 1.6 AUT.,MINI,2015,42000,2.0 - 2.9,Gasolina,Automático,Elétrica,Vermelho,2 portas,9,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-s-898508803,Hatch
"Carros, vans e utilitários",MERCEDES-BENZ C-180 CGI AVANT. 1.6/1.6 FLEXTB 16V AUT.,MERCEDES-BENZ,2018,19000,1.6,Flex,Automático,Elétrica,Branco,4 portas,9,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c180-2018-898507631,Sedã
"Carros, vans e utilitários", ,,2016,104000,,Diesel,Automático,,,,,64019130,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/amarok-trend-15-16-automatica-vendo-ou-troco-840104805,
"Carros, vans e utilitários",JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2019,46942,1.8,Flex,Automático,Elétrica,Branco,4 portas,8,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-4x2-flex-at-837934890,SUV
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION FLEX 1.0 12V 5P,RENAULT,2018,80000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,3,64016370,Teresina,Cidade Nova,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-1-0-2017-2018-898507440,Hatch
"Carros, vans e utilitários",NISSAN FRONTIER SE ATTACK CD 4X4 2.5 TB DIESEL,NISSAN,2019,25000,2.0 - 2.9,Diesel,Automático,Hidráulica,Vermelho,4 portas,2,64091060,Teresina,Gurupi,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/frontier-2019-attack-898448433,Pick-up
"Carros, vans e utilitários",FORD FIESTA 1.6 16V FLEX MEC. 5P,FORD,2014,105000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,9,64073063,Teresina,Uruguai,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fiesta-hatch-1-6-2014-primeira-898503623,Hatch
"Carros, vans e utilitários",HYUNDAI ,HYUNDAI,2012,108000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,,8,64280000,Campo Maior,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/tucson-gls-898497191,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW - VOLKSWAGEN,2020,61165,1.6,Flex,Manual,Hidráulica,Branco,2 portas,5,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cs-robust-1-6-2p-898515291,Van/Utilitário
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,2012,239000,1.4,Flex,Manual,Hidráulica,Prata,2 portas,0,64058820,Teresina,Santa Lia,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-montana-ls-1-4-econoflex-898486409,Pick-up
"Carros, vans e utilitários",TOYOTA ETIOS PLATINUM 1.5 FLEX 16V 5P MEC.,TOYOTA,2015,82000,1.5,Flex,Manual,Elétrica,Preto,4 portas,2,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-platinum-1-5-2015-882328778,Hatch
"Carros, vans e utilitários",GM - CHEVROLET TRACKER PREMIER 1.0 TURBO 12V FLEX AUT,GM - CHEVROLET,2021,6300,1.0,Flex,Automático,Elétrica,Prata,4 portas,1,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/tracker-premier-1-0-turbo-2020-2021-891762757,SUV
"Carros, vans e utilitários",FORD ECOSPORT,FORD,2007,181000,,,,,,,,64290000,Altos,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/eco-sporte-1-6-ano2007-flex-completa-898478762,
"Carros, vans e utilitários", ,,2015,153000,,,Automático,,,,,64019130,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-2015-automatica-vendo-ou-troco-898478228,
"Carros, vans e utilitários",RENAULT DUSTER DYNAMIQUE 1.6 HI-FLEX 16V MEC.,RENAULT,2019,33000,1.6,Flex,Manual,Elétrica,Preto,4 portas,5,64018500,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/duster-dinamiq-ano-2019-891600195,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,2020,66800,1.0,Flex,Automático,Elétrica,Branco,4 portas,2,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/virtus-comfortline-200-tsi-at-1-0-881291531,Sedã
"Carros, vans e utilitários",HYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.,HYUNDAI,2019,49309,2.0 - 2.9,Flex,Automático,Elétrica,Cinza,4 portas,0,64015310,Teresina,Cristo Rei,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ix35-gl-2-0-automatica-cambio-6velocidades-unico-dono-whatsapp-898476158,SUV
"Carros, vans e utilitários",FIAT SIENA ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,2010,177000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,4,64800000,Floriano,,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/siena-elx-1-4-898478240,Sedã
"Carros, vans e utilitários",GM - CHEVROLET TRAILBLAZER LTZ 2.8 CTDI DIESEL AUT.,GM - CHEVROLET,2013,173000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,2,64049370,Teresina,Fátima,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/trailblazer-ltz-7-lugares-r-125-900-00-870595404,SUV
"Carros, vans e utilitários",TOYOTA COROLLA XRS 2.0 FLEX 16V AUT.,TOYOTA,2019,20000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,1,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-xrs-2-0-flex-br-2018-2019-882630255,Sedã
"Carros, vans e utilitários",TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,TOYOTA,2012,150000,3.0 - 3.9,Diesel,Automático,Hidráulica,Branco,4 portas,0,64390000,Demerval Lobão,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/hilux-2012-889201492,Pick-up
"Carros, vans e utilitários",TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,TOYOTA,2013,180000,3.0 - 3.9,,Automático,Hidráulica,Branco,4 portas,9,64220000,Luís Correia,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/hilux-2013-srv-top-898450569,SUV
"Carros, vans e utilitários",TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,2014,98492,1.5,Flex,Manual,Hidráulica,Prata,4 portas,4,64064250,Teresina,Zoobotânico,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/etios-sedan-de-garagem-898449145,Sedã
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,2018,130000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/hilux-2017-2018-898447005,Pick-up
"Carros, vans e utilitários",FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,2011,135000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,,64073063,Teresina,Uruguai,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fiesta-sedan-1-6-2011-primeira-898432459,Sedã
"Carros, vans e utilitários",LAND ROVER RANGE ROVER EVOQUE PURE  2.0 AUT. 5P,LAND ROVER,2015,80000,2.0 - 2.9,Gasolina,Automático,Elétrica,Preto,4 portas,,64290000,Altos,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/evoque-2015-unico-dono-898440043,SUV
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,2019,27000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,9,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-joy-2018-2019-853371630,Hatch
