Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2014,77000,1.6,Flex,Manual,Hidráulica,,4 portas,2,69900070,Rio Branco,Centro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/golf-limited-edition-2014-troco-e-financio-884287902
"Carros, vans e utilitários",VW - VOLKSWAGEN SANTANA CLI /CL /C 1.8/2.0 /SU 2.0 2P/4P,VW - VOLKSWAGEN,Sedã,1995,0,1.8,Gasolina,Manual,Hidráulica,Cinza,4 portas,8,69945000,Acrelândia,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-santana-95-top-884272426
"Carros, vans e utilitários",RENAULT CLIO RN/ALIZE/EXPR./1.0 HI-POWER 16V 5P,RENAULT,Hatch,2014,72000,1.0,Flex,Manual,Hidráulica,,4 portas,9,69915016,Rio Branco,Tangará,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-6-mil-reais-de-entrada-lindo-clio-expression-1-0-flex-2013-2014-884253201
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,VW - VOLKSWAGEN,Pick-up,2017,73000,1.6,Flex,Manual,Hidráulica,,2 portas,5,69915016,Rio Branco,Tangará,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-linda-saveiro-cross-1-6-cabine-dupla-flex-2016-2017-completa-884250673
"Carros, vans e utilitários",FIAT PALIO ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Hatch,2008,134000,1.4,Flex,Manual,Hidráulica,,4 portas,8,69915016,Rio Branco,Tangará,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-5-mil-reais-de-entrada-palio-elx-1-4-flex-2007-2008-completo-884249274
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,VW - VOLKSWAGEN,Pick-up,2017,73000,1.6,Flex,Manual,Hidráulica,,2 portas,5,69915016,Rio Branco,Tangará,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-linda-saveiro-cross-1-6-cabine-dupla-flex-2016-2017-completa-884153006
"Carros, vans e utilitários",FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2013,82000,1.0,Flex,Manual,Hidráulica,,4 portas,1,69915016,Rio Branco,Tangará,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-7-mil-reais-de-entrada-lindo-palio-attractive-1-0-flex-2012-2013-884238424
"Carros, vans e utilitários",FIAT MOBI EASY ON 1.0 FIRE FLEX 5P.,FIAT,Hatch,2017,58000,1.0,Flex,Manual,Hidráulica,,4 portas,1,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/lindo-mobi-easy-on-1-0-flex-2016-2017-832895570
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! HIGH 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Passeio,2015,100000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,7,69901866,Rio Branco,Vitória,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/carro-up-884232925
"Carros, vans e utilitários",CITROEN C3 TENDANCE 1.5 FLEX 8V 5P MEC.,CITROEN,Hatch,2014,47000,1.5,Flex,Manual,Elétrica,,4 portas,7,69915016,Rio Branco,Tangará,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-5-mil-reais-de-entrada-citroen-c3-tendace-com-teto-panromanico-884162690
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH EFFECT 1.4 8V F.POWER 5P MEC.,GM - CHEVROLET,Hatch,2019,40000,1.4,Flex,Manual,Elétrica,Vermelho,4 portas,,69900070,Rio Branco,Centro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/onix-effect-1-4-2019-884070203
"Carros, vans e utilitários",FORD ECOSPORT XLS FREESTYLE 1.6 FLEX 8V 5P,FORD,Hatch,2008,112000,1.6,Flex,Manual,Hidráulica,Outra,4 portas,7,69900070,Rio Branco,Centro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/eco-esport-xlt-freestyle-2008-884146261
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACEFOX,VW - VOLKSWAGEN,,2011,130000,1.6,Flex,Automático,,,4 portas,,69928000,Plácido de Castro,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/spacefox-2011-884067589
"Carros, vans e utilitários",VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2011,169802,1.6,Flex,Manual,Hidráulica,Prata,4 portas,1,69927000,Porto Acre,Centro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-883974004
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2009,170000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,3,69909640,Rio Branco,Vila da Amizade,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-2009-2010-completo-884062162
"Carros, vans e utilitários",TOYOTA HILUX CD SR CHALL. 4X4 2.8 TDI DIES AUT.,TOYOTA,,2017,58000,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,,,69905620,Rio Branco,Seis de Agosto,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/hilux-4x4-diesel-884007675
"Carros, vans e utilitários",PEUGEOT 208 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,Hatch,2016,30000,1.6,Flex,Automático,Elétrica,,4 portas,6,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-7-mil-reais-de-entrada-lindo-peugeot-208-1-6-flex-2016-2016-834020009
"Carros, vans e utilitários",FIAT MOBI EASY ON 1.0 FIRE FLEX 5P.,FIAT,Hatch,2017,58000,1.0,Flex,Manual,Hidráulica,,4 portas,1,69932000,Brasiléia,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/lindo-mobi-easy-on-1-0-flex-2016-2017-797924598
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,Pick-up,2016,105000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,,69900279,Rio Branco,Dom Giocondo,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-2016-883943703
"Carros, vans e utilitários",FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,Passeio,2012,82000,1.0,Flex,Manual,Hidráulica,Azul,2 portas,0,69912082,Rio Branco,João Paulo,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2012-completo-883932655
"Carros, vans e utilitários",RENAULT CLIO RN/ALIZE/EXPR./1.0 HI-POWER 16V 5P,RENAULT,Hatch,2014,72000,1.0,Flex,Manual,Hidráulica,,4 portas,9,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-6-mil-reais-de-entrada-lindo-clio-expression-1-0-flex-2013-2014-821070733
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2006,150000,1.0,Gasolina,Manual,Mecânica,Prata,4 portas,7,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-883868632
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,60000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 portas,3,69900303,Rio Branco,Dom Giocondo,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/carrro-883837920
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Sedã,2010,97000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,0,69908840,Rio Branco,Loteamento Santo Afonso,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/forde-fiesta-em-perfeito-estado-883808073
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2011,130000,2.0 - 2.9,Flex,Automático,Elétrica,Preto,4 portas,7,69934000,Epitaciolândia,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/corolla-altis-883827668
"Carros, vans e utilitários",FIAT PALIO CITY 1.0 4P,FIAT,Antigo,2001,10000,1.0,Gasolina,Manual,Mecânica,Vermelho,2 portas,8,69932000,Brasiléia,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-883817806
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2015,56000,1.0,Flex,Manual,Hidráulica,,4 portas,3,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-7-mil-reais-de-entrada-up-take-3-cilindros-1-0-flex-2014-2015-794067953
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2016,45800,1.8,Flex,Automático,Elétrica,Preto,4 portas,5,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-automatico-883723354
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2015,118000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,7,69931000,Capixaba,Centro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-voyage-1-6-confortilane-883777872
"Carros, vans e utilitários",GM - CHEVROLET BLAZER JIMMY 4.3 V6,GM - CHEVROLET,Pick-up,2004,10000,2.0 - 2.9,Gasolina,Manual,Hidráulica,,4 portas,,69918144,Rio Branco,Doca Furtado,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-blazer-quatro-pneus-zeros-e-bateria-heliar-recem-trocada-883694300
"Carros, vans e utilitários",PEUGEOT 208 ALLURE 1.5 FLEX 8V 5P,PEUGEOT,Hatch,2014,1000,1.5,Flex,Manual,Elétrica,Branco,4 portas,5,69900900,Rio Branco,Centro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/peugeot-top-todo-original-883696798
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,,2013,133000,,,,,,,,69900004,Rio Branco,Base,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/voyage-883624127
"Carros, vans e utilitários",NISSAN FRONTIER XE  CD 4X4 2.5 TB DIESEL,NISSAN,Pick-up,2008,200000,2.0 - 2.9,Diesel,Manual,Hidráulica,Preto,4 portas,7,69915497,Rio Branco,Jardim Europa,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/frontier-4x4-883617499
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Passeio,2012,58,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,2,69922014,Rio Branco,Jorge Lavocat,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/celta-11-12-completo-883623605
"Carros, vans e utilitários",MERCEDES-BENZ ,MERCEDES-BENZ,Sedã,2015,50000,,Flex,Automático,Elétrica,,,0,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/assumo-parcelas-de-carro-883619920
"Carros, vans e utilitários",NISSAN MARCH 1.0 16V FLEX FUEL 5P,NISSAN,Hatch,2018,16000,,,,,Prata,4 portas,9,69901328,Rio Branco,Baixa da Colina,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-1-0-2018-2019-883611976
"Carros, vans e utilitários",GM - CHEVROLET ASTRA 2.0 8V/ CD 2.0 8V HATCHBACK 5P AUT,GM - CHEVROLET,Hatch,2000,197000,2.0 - 2.9,Gasolina,Manual,Elétrica,Cinza,2 portas,0,69909376,Rio Branco,Cidade do Povo,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-o-astra-2-0-883597373
"Carros, vans e utilitários",FIAT UNO,FIAT,Passeio,1998,100000,1.0,Gasolina,Manual,Hidráulica,,4 portas,,69900004,Rio Branco,Base,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-ano-98-883574615
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2017,55000,1.4,Flex,Manual,Elétrica,,4 portas,0,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-9-mil-reais-de-entrada-lindo-prisma-ltz-1-4-flex-2016-2017-808467181
"Carros, vans e utilitários",RENAULT LOGAN EXPRESSION HI-FLEX 1.6 8V 4P,RENAULT,Sedã,2015,60000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,,69918093,Rio Branco,7º BEC,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/logan-seda-1-6-seminovo-883595866
"Carros, vans e utilitários",FIAT UNO WAY 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2012,127000,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,6,69908842,Rio Branco,Loteamento Santo Afonso,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-12-13-883543925
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2017,55000,1.4,Flex,Manual,Elétrica,,4 portas,0,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-9-mil-reais-de-entrada-lindo-prisma-ltz-1-4-flex-2016-2017-781067462
"Carros, vans e utilitários",HONDA FIT DX 1.4 FLEX 16V 5P MEC.,HONDA,Hatch,2011,96000,1.4,,Manual,Elétrica,Prata,4 portas,1,69911588,Rio Branco,Bahia Velha,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-bem-conservado-883590538
"Carros, vans e utilitários",FIAT DOBLO CARGO 1.3 FIRE 16V 4/5P,FIAT,Van/Utilitário,2003,300000,1.3,Gasolina,Manual,Hidráulica,Azul,4 portas,2,69905434,Rio Branco,Cidade Nova,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/doblo-7-lugares-aceito-parcelar-no-cartao-tarauaca-883520493
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI TITAN 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2010,360,1.6,Flex,Manual,Hidráulica,Branco,,4,69930000,Xapuri,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/parati-2010-883565787
"Carros, vans e utilitários",GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI  2P,GM - CHEVROLET,Hatch,1995,1111111111,1.0,Gasolina,Manual,Mecânica,Vermelho,2 portas,1,69926000,Bujari,Centro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/corsa-wind-883522434
"Carros, vans e utilitários",FIAT CRONOS PRECISION 1.8 16V FLEX AUT.,FIAT,Sedã,2019,58000,1.8,Flex,Automático,Hidráulica,Preto,4 portas,3,69902770,Rio Branco,Placas,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/fiat-cronos-883488178
"Carros, vans e utilitários",GM - CHEVROLET MONTANA  SPORT 1.8 MPFI FLEXPOWER 8V,GM - CHEVROLET,Pick-up,2004,200000,1.8,Flex,Manual,Hidráulica,Prata,2 portas,9,69912196,Rio Branco,Plácido de Castro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/montana-em-otimas-condicoes-883517196
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,Passeio,2017,107,1.4,Flex,Manual,Hidráulica,,2 portas,6,69907557,Rio Branco,Recanto dos Buritis,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/montana-1-4-883402006
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2008,203000,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,7,69902410,Rio Branco,Eldorado,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/golf-883469967
"Carros, vans e utilitários",HYUNDAI CRETA PULSE 1.6 16V FLEX AUT.,HYUNDAI,Passeio,2019,18300,,Flex,Automático,,,4 portas,3,69909770,Rio Branco,Vila Acre,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/creta-2019-2019-1-6-16v-flex-pulse-plus-automatico-883350892
"Carros, vans e utilitários",FIAT PALIO ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Hatch,2008,134000,1.4,Flex,Manual,Hidráulica,,4 portas,8,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-5-mil-reais-de-entrada-lindo-palio-elx-1-4-flex-2007-2008-812907151
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE I MOTION COMF/HGHLI.1.6 T.FLEX 8V,VW - VOLKSWAGEN,Sedã,2021,500,1.6,Flex,Manual,,Branco,4 portas,,69918093,Rio Branco,7º BEC,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-6-highline-2021-883325961
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2018,33000,1.8,Flex,Automático,Hidráulica,Branco,4 portas,4,69919881,Rio Branco,Conjunto Rui Lino,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-corrola-gli-1-8-em-estado-de-zero-muito-lindo-valor-negociavel-883457687
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Hatch,2014,75000,1.0,Flex,Manual,,Branco,4 portas,8,69900126,Rio Branco,Preventório,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/venda-e-financiamento-de-vw-gol-2014-883338875
"Carros, vans e utilitários",RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,,2015,117300,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,69918093,Rio Branco,7º BEC,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/logan-expression-1-0-2015-883319757
"Carros, vans e utilitários",GM - CHEVROLET ,GM - CHEVROLET,,2017,1000,,,,,Cinza,2 portas,7,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/carretinha-bau-documentada-pneus-novos-883318014
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP 2.5 4X2 CD TB MAX HST DIES,GM - CHEVROLET,Pick-up,2016,124000,2.0 - 2.9,Diesel,Manual,Elétrica,Branco,2 portas,4,69900303,Rio Branco,Dom Giocondo,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-imperdivel-883292050
"Carros, vans e utilitários",FORD ECOSPORT,FORD,SUV,1960,0,1.5,Álcool,Manual,Hidráulica,,4 portas,6,69901239,Rio Branco,Jardim Tropical,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/jogo-de-capa-para-ecosport-de-brinde-883311086
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CD,FIAT,Pick-up,2016,101000,1.4,Flex,Manual,Hidráulica,Vermelho,,,69918093,Rio Branco,7º BEC,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/strada-1-4-working-cd-2016-883314774
"Carros, vans e utilitários",FORD ECOSPORT SE 1.6 16V FLEX 5P MEC.,FORD,SUV,2015,47000,1.6,Flex,Manual,Elétrica,Vermelho,4 portas,6,69918093,Rio Branco,7º BEC,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/ecosport-1-6-se-2015-883296816
"Carros, vans e utilitários",NISSAN FRONTIER LE CD 4X4 2.5 TB DIESEL AUT.,NISSAN,,2017,0,,,Automático,,,,,69905214,Rio Branco,Cadeia Velha,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vende-se-ou-trocase-883241825
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGH.CD 2.0 16V TDI 4X4 DIES. AUT,VW - VOLKSWAGEN,Pick-up,2016,85000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,,69918093,Rio Branco,7º BEC,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/amarok-highline-2-0-2016-diesel-at-883278341
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2016,70000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,,69918093,Rio Branco,7º BEC,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-0-2016-883239792
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF  TECH 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2000,175000,1.6,Gasolina,Manual,Hidráulica,Prata,4 portas,0,69900703,Rio Branco,Bosque,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-golf-883294198
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2014,98000,,Flex,Manual,Hidráulica,Branco,4 portas,7,69909710,Rio Branco,Vila Acre,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-ou-troco-por-caminhao-3quarto-883234408
"Carros, vans e utilitários",FORD RANGER LIMITED 3.2 20V 4X4 CD AUT. DIES.,FORD,Pick-up,2017,130000,3.0 - 3.9,Diesel,Automático,Hidráulica,,4 portas,5,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-essa-linda-ranger-limited-automatica-3-2-4x4-diesel-2016-2017-860345766
"Carros, vans e utilitários",FIAT STRADA VOLCANO 1.3 FLEX 8V CD,FIAT,Pick-up,2021,0,1.3,Flex,Manual,Hidráulica,Vermelho,4 portas,7,69901127,Rio Branco,Morada do Sol,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/nova-fiat-strada-volcano-cabine-dupla-2021-cd-1-3-883168387
"Carros, vans e utilitários",FIAT PALIO ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Hatch,2008,134000,1.4,Flex,Manual,Hidráulica,,4 portas,8,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-5-mil-reais-de-entrada-lindo-palio-elx-1-4-flex-2007-2008-792428795
"Carros, vans e utilitários", ,,,2021,1111,,,,,,,,69927000,Porto Acre,Centro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/casa-em-alvenaria-883194777
"Carros, vans e utilitários",TOYOTA HILUX CD DX 4X4 3.0 8V 90CV DIESEL,TOYOTA,Passeio,2006,0,,Diesel,Manual,Mecânica,Prata,4 portas,7,69911526,Rio Branco,João Eduardo II,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-camionete-hilux-883173887
"Carros, vans e utilitários",FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,Passeio,2003,0,1.0,Gasolina,Manual,Mecânica,Cinza,4 portas,,69932000,Brasiléia,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-faire-2003-883136031
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX CITY 1.0 MI/ 1.0MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2007,150000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,3,69925000,Senador Guiomard,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/fox-2007-883157328
"Carros, vans e utilitários",FIAT PALIO ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Hatch,2008,134000,1.4,Flex,Manual,Hidráulica,,4 portas,8,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-5-mil-reais-de-entrada-lindo-palio-elx-1-4-flex-2007-2008-860351345
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,Pick-up,2004,232064,3.0 - 3.9,Diesel,Manual,Hidráulica,Preto,4 portas,0,69980000,Cruzeiro do Sul,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-essa-toyota-hilux-3-0-turbo-4x4-ano-2004-2004-883124652
"Carros, vans e utilitários",RENAULT CLIO RN/ALIZE/EXPR./1.0 HI-POWER 16V 5P,RENAULT,Hatch,2014,72000,1.0,Flex,Manual,Hidráulica,,4 portas,9,69900000,Rio Branco,,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/financie-com-apenas-6-mil-reais-de-entrada-lindo-clio-expression-1-0-flex-2013-2014-834383723
"Carros, vans e utilitários",GM - CHEVROLET SILVERADO 4.2 TURBO DIESEL,GM - CHEVROLET,Pick-up,1998,200000,,Diesel,Manual,Hidráulica,Prata,2 portas,8,69918192,Rio Branco,Estação Experimental,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/silverado-1998-883123054
"Carros, vans e utilitários",HONDA CIVIC CRX/ TARGA VTI,HONDA,Hatch,2013,0,1.4,Flex,Manual,Hidráulica,Preto,4 portas,8,69918830,Rio Branco,Conquista,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/bloco-883113409
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Sedã,2012,130000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,9,69901591,Rio Branco,São Francisco,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vendo-esse-lindo-fiesta-1-0-2012-883089670
